term,definition,source_anchor,notes
Adversary simulation,"Oefening waarbij een organisatie aanvallen<br>simuleert om te ontdekken hoe goed ze is<br>beschermd tegen aanvallen. Het Red team<br>speelt aanvallen en aanvalsmethodes na van<br>een gekozen tegenstander. Het Blue team<br>probeert aanvallen van het Red team op te<br>sporen en vervolgens tegen te gaan. Als ze<br>een echte aanval tegenkomen, pakken ze die<br>ook aan. Soms is er ook een White team. Dit<br>team zorgt dat de oefening haar doel bereikt. Red team, Blue<br>team, White team,<br>Purple team,<br>Crisisoefening,<br>Penetratietest Air gap Maatregel die ervoor zorgt dat een component<br>of computer of netwerk niet verbonden is met<br>een ander netwerk of het Internet. Fysieke<br>isolatie van netwerken en/of systemen.",https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#adversary-simulation,
Algemene Verordening<br>Gegevensbescherming,"In Europa wordt dit geregeld in de GDPR.<br>De AVG is de Nederlandse uitwerking van<br>de Europese GDPR. De GDPR zorgt ervoor<br>dat er in de gehele EU dezelfde basis/<br>minimum regels voor de bescherming<br>van persoonsgegevens zijn. De AVG is<br>in Nederland de opvolger van de Wet<br>Bescherming persoonsgegevens. Europese wet- en<br>regelgeving,<br>Autoriteit<br>Persoonsgegevens Anonymity Door de opzet van het Internet is het mogelijk<br>om anoniem te blijven als je op Internet<br>iets doet. Er is dan niet te achterhalen<br>welke persoon of machine iets doet.<br>Dit draagt weliswaar bij aan de vrijheid<br>van meningsuiting, maar maakt het ook<br>moeilijker om kwaadwillenden op te sporen.",https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#algemene-verordening-br-gegevensbescherming,
Algoritme,Set van regels en instructies die een<br>digitaal systeem uitvoert. AI Anonymizing Proxy Een proxy-server of proxydienst die gebruikt<br>wordt om de oorsprong van netwerkverkeer<br>mee te verbergen.,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#algoritme,see also: Proxy
Allow listing,"Actie waarmee men in een lijst vastlegt<br>welke applicaties, gebruikers en acties<br>men toestaat. Alles wat niet op de lijst Allow listing,<br>Blacklisting,<br>Blocklisting, Anonymizing VPN Een VPN-server of VPN-dienst die gebruikt<br>wordt om de oorsprong van netwerkverkeer<br>mee te verbergen.",https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#allow-listing,see also: VPN
Anomaly,"Iets wat afwijkt van het normale gedrag van<br>een gebruiker, netwerk, computer, laptop,<br>smartphone of ander digitaal systeem,<br>vaak veroorzaakt door malware of een<br>kwaadaardige aanvaller. Anomaly detection AP Autoriteit Persoonsgegevens, Access Point.",https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#anomaly,"see also: Autoriteit<br>Persoons<br>gegevens,<br>Access Point"
Anomaly detection,"Een afwijking ontdekken in het gedrag van<br>een digitaal systeem. Bijvoorbeeld een<br>netwerk, computer, laptop, smartphone of<br>ander digitaal apparaat. Dit doet men om<br>daarna te onderzoeken of het gaat om een API Application Programming Interface.<br>Een programma waarmee applicaties<br>onderling communiceren zonder dat mensen<br>dit aansturen.",https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#anomaly-detection,
Anomaly-based<br>detection,"ongewenste of zelfs kwaadaardige afwijking.<br> Anomaly detection APT Advanced Persistent Threat. Voortdurende<br>dreiging van een geavanceerde tegenstander,<br>zoals statelijke actoren of cybercriminelen,<br>tegen een specifiek slachtoffer of instantie.",https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#anomaly-based-br-detection,"see also: Statelijke actor,<br>Cybercrimineel"
Anonimiseren,"Maskeren, wijzigen of verwijderen van<br>gegevens zodat deze niet meer herleidbaar<br>zijn tot een persoon. Door persoonsgegevens<br>te pseudonimiseren is het moeilijker om deze<br>gegevens te herleiden naar personen. En dat<br>maakt bijvoorbeeld de impact kleiner bij een<br>datalek. Een methode om persoonsgegevens<br>te pseudonimiseren is hashing. Er wordt gebruik gemaakt van cyberaanvallen<br>waarbij de aanvaller langere tijd in een<br>digitaal systeem zit, zonder te worden<br>opgemerkt. Of hij probeert langere tijd op<br>allerlei manieren bij bepaalde informatie in<br>het systeem te komen. Vaak wil de aanvaller<br>hiermee blijvende toegang creëren in een<br>digitaal systeem. Het doel is om schade toe<br>te brengen. Een APT verschilt van een gewone<br>dreiging door de (lange) tijdsinvestering,",https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#anonimiseren,
Architectuur,"Het ontwerp en de opbouw van een digitaal<br>systeem en netwerk. Het ontwerp regelt hoe<br>businessprocessen, applicaties, data en<br>technologie samenhangen. Asymmetrische<br>encryptie Versleuteling is het onbegrijpelijk maken<br>van informatie voor anderen zoals een<br>tekstbestand of netwerkverkeer. Dit wordt",https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#architectuur,"see also: Public Key<br>Infrastructure,<br>Encryptie"
ART,"Advanced Red Teaming. Advanced Red<br>Teaming gedaan met twee sleutels, in tegenstelling<br>tot symmetrische versleuteling waarbij<br>één sleutel wordt gebruikt. De ontvanger",https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#art,
Artificial Intelligence,"Technologie waarbij digitale systemen<br>reageren op data, bijvoorbeeld afkomstig uit<br>sensoren, en op basis daarvan zelfstandig<br>acties ondernemen. Er us een streven naar<br>lerend vermogen in de gebruikte technologie.<br>Toepassing van dit soort technologie wordt<br>steeds belangrijker binnen cybersecurity. Kunstmatige<br>Intelligentie, AI heeft een eigen persoonlijke sleutel die de<br>verzender niet kent. De informatie wordt<br>onleesbaar gemaakt met een openbare<br>sleutel van de ontvanger en de ontvanger<br>gebruikt vervolgens zijn persoonlijke sleutel<br>om de informatie weer leesbaar te maken.<br>Een andere functie is om met de persoonlijke<br>sleutel een digitale handtekening te zetten",https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#artificial-intelligence,
Assessment,"Onderzoek naar de verschillende soorten<br>risico's die kunnen leiden tot een dreiging<br>in één of meerdere digitale systemen. Audit, Risk<br>assessment,<br>Vulnerability onder data en met de openbare sleutel te<br>controleren of de digitale handtekening met<br>iemands persoonlijke sleutel is gemaakt en<br>dus waarheidsgetrouw is voor deze data.",https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#assessment,
Asset,"Informatie of digitale systemen die<br>van waarde zijn voor een organisatie.<br>Voorbeelden zijn: intellectueel eigendom, een<br>klantendatabase, personeelsinformatie, etc. (zie mitre.org) Het MITRE ATT&CK framework<br>wordt bijvoorbeeld gebruikt om inzichtelijk<br>te maken welke aanvalstechnieken een<br>organisatie tegen beschermd is en waar<br>nog maatregelen getroffen moeten worden,<br>of om inzichtelijk te maken op welke",https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#asset,
Asset Management,"Complete inventarisatie van de digitale<br>systeen en hoe deze structureel te beheren. Risk management,<br>Aanvalsoppervlak aanvalstechnieken een bepaalde technologie<br>of maatregel impact heeft.",https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#asset-management,
Assurance,Zekerheid dat je kunt vertrouwen op de Attack surface,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#assurance,see also: Aanvalsoppervlak
Audit,"1. Onderzoek waarmee men beoordeelt hoe<br>de werkelijkheid binnen een afgekaderd<br>gebied zich verhoudt tot een bepaalde<br>(vastgestelde) norm. Kan getoetst worden aan<br>de opzet, bestaan en werking van de norm.",https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#audit,
Audit log,"1. Bestand waarin is vastgelegd wanneer, wie,<br>wat heeft gedaan in het digitale systeem. Dit<br>wordt veelvuldig gebruikt om na te gaan wie<br>bijvoorbeeld toegang heeft gehad tot digitale<br>systemen, informatie of onderdelen daarvan<br>en welke wijzigingen zijn aangebracht.<br>2. Bestand waarin staat in welke volgorde<br>men de onderdelen van een audit heeft<br>uitgevoerd. Een audit is een onderzoek<br>waarin men beoordeelt hoe een organisatie<br>functioneert.",https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#audit-log,see also: Audit
Auditor,(Gekwalificeerd) persoon of instantie die een<br>audit uitvoert.,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#auditor,see also: Audit
Authenticatie,"Het vaststellen van de identiteit van een<br>gebruiker, computer of applicatie.",https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#authenticatie,see also: Identity en access<br>management
Autorisatie,"De bevoegdheden die een gebruiker van een<br>digitaal systeem en/of het digitale systeem,<br>heeft gekregen om toegang te krijgen tot<br>gegevens of handelingen te mogen uitvoeren.<br>Bijvoorbeeld het opstarten van programma's<br>of het inzien, wijzigen of wissen van<br>informatie.",https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#autorisatie,
Autorisatiematrix,Tabel met uitgegeven rechten binnen een<br>organisatie.,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#autorisatiematrix,see also: Authorisatie
Autoriteit<br>Persoonsgegevens,Nederlandse overheidsorganisatie die<br>toezicht houdt op de manier waarop<br>organisaties persoonsgegevens verwerken.<br>Ze doen dit zodat de privacy van personen<br>goed beschermd wordt. Het toezicht is in de<br>wet geregeld.,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#autoriteit-br-persoonsgegevens,see also: Algemene Veror<br>dening Gegevens<br>bescherming
Back-up,Een reservekopie van gegevens of digitale<br>systemen. Hiermee kan men gegevens<br>of systemen herstellen als het origineel<br>beschadigd of weg is.,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#back-up,
Backdoor,"Een manier om via een omweg in een digitaal<br>systeem te komen. Iemand heeft die omweg<br>vaak met opzet gemaakt, en op zo'n manier<br>dat anderen die niet kunnen zien.",https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#backdoor,
Baseline,Pakket maatregelen dat ervoor moet zorgen<br>dat de beveiliging van een netwerk een<br>basisniveau heeft. Een voorbeeld van een<br>baseline is de Baseline Informatie Overheid<br>(BIO).,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#baseline,
Basismaatregelen,"Activiteiten die zijn gericht op realisatie van<br>minimaal noodzakelijke fysieke, procedurele,<br>gedragsmatige en technische waarborgen<br>opdat cyberincidenten kunnen worden<br>voorkomen en wanneer cyberincidenten<br>zich toch hebben voorgedaan deze kunnen<br>worden ontdekt, schade kan worden",https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#basismaatregelen,see also: Basisprincipes
Basisprincipes van<br>digitale weerbaarheid,"Door de Rijksoverheid geformuleerde<br>basisprincipes:<br>1. Breng je risico's in kaart<br>2. Bevorder veilig gedrag<br>3. Bescherm systemen, applicaties en<br>apparaten<br>4. Beheer toegang tot data en diensten<br>5. Bereid je voor op incidenten",https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#basisprincipes-van-br-digitale-weerbaarheid,
BCI,Business Continuity Impact,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#bci,see also: Business<br>continuity impact
Bedrijfsrisico,Risico dat er iets gebeurt wat negatieve<br>gevolgen heeft voor de doelstellingen en<br>resultaten van een bedrijf.,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#bedrijfsrisico,see also: Risico
Beheersmaatregel,"Een activiteit met als doel om de oorzaak of<br>het gevolg van een ongewenste gebeurtenis<br>te voorkomen, weg te nemen, of te verkleinen.",https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#beheersmaatregel,
Belang(en),"Waarden, verworvenheden, materiële en<br>immateriële zaken waaraan schade kan<br>ontstaan als een cyberincident zich voordoet<br>en het gewicht dat de maatschappij of een<br>partij aan de verdediging ervan toekent.",https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#belang-en,
Beschikbaarheid,De zekerheid dat gebruikers in een digitaal<br>systeem of bij informatie kunnen of gebruik<br>kunnen maken van digitale diensten of<br>processen wanneer zij dat willen of zouden<br>moeten kunnen. Gepland onderhoud telt niet<br>mee.,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#beschikbaarheid,
Best practice,"Een techniek, werkmethode of activiteit die<br>in de in de praktijk heeft bewezen effectief<br>te zijn.",https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#best-practice,
Bestuurs<br>aansprakelijkheid,De verantwoordelijkheid die bestuurders<br>dragen voor hun eigen handelingen<br>en beslissingen en die van hun<br>verantwoordelijke medewerkers. Bestuurders<br>kunnen persoonlijk aansprakelijk worden<br>gesteld voor het niet actief naleven van wet<br>en regelgeving. Voor de Cyberbeveiligingswet<br>geldt deze aansprakelijkheid.,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#bestuurs-br-aansprakelijkheid,"see also: Cyberbeveili<br>gingswet, DORA,<br>Europese wet- en<br>regelgeving"
Betrouwbaarheid,"Mate waarin digitale (genetwerkte)<br>systemen beschikbaar zijn voor gebruik.<br>Cyberaanvallen, uitval en storingen kunnen<br>de betrouwbaarheid beïnvloeden.",https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#betrouwbaarheid,
Beveiliging,Alle maatregelen die nodig zijn om een<br>digitaal systeem te beschermen tegen<br>schadelijke invloeden.,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#beveiliging,"see also: Risico, Threat,<br>Kwetsbaarheid"
Beveiligingsbewustzijn,De mate waarin mensen risico's herkennen en<br>zich ervan bewust zijn dat deze de veiligheid<br>van informatie in gevaar kunnen brengen.,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#beveiligingsbewustzijn,
Beveiligingsmaatregel,Iets wat men doet om risico's voor de<br>veiligheid van informatie te verkleinen of weg<br>te nemen.,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#beveiligingsmaatregel,see also: Business impact<br>analyse
BIA,Business Impact Analyse of Business Impact<br>Assessment.,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#bia,"see also: Business Impact<br>Analyse, Business<br>Impact Assessment"
Biometrie,Methode om vast te stellen wie iemand is.<br>Men gebruikt hiervoor unieke kenmerken van<br>het lichaam. Denk aan een vingerafdruk of<br>irisscan.,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#biometrie,
Bitcoin,Digitale munteenheid.,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#bitcoin,see also: Cryptovaluta
BIV,"Model om drie verschillende kenmerken<br>van informatiebeveiliging aan te<br>duiden: beschikbaarheid, integriteit<br>en vertrouwelijkheid van informatie en<br>informatiesystemen. Met andere woorden: is<br>de informatie en het systeem op het gewenste Beschikbaarheid,<br>Integriteit,<br>Vertrouwelijkheid,<br>CIA Blocklisting Lijst waarop zaken worden bijgehouden die<br>geblokkeerd worden. Een dergelijke lijst wordt<br>gebruikt door een software die bijvoorbeeld<br>gebruikers, IP-adressen of applicaties<br>toegang ontzegt op basis van de lijst.",https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#biv,"see also: Allow listing,<br>Blacklisting,<br>Blocklisting,<br>Denylisting,<br>Whitelisting"
Blackbox test,"Veiligheidstest die aangeeft dat de tester<br>geen voorkennis van het systeem heeft. Je<br>kunt ook op andere manieren testen:<br>- Heeft de tester een beetje kennis? Dan heet<br>het greybox test. Greybox test,<br>Whitebox test,<br>Crystalbox test wordt gemaakt specifieke informatie te delen.<br>Blokkeren betekent dat een eindgebruiker<br>geen toegang heeft tot een website op basis<br>van de URL van die website. Bij filteren<br>heeft de eindgebruiker geen toegang door<br>bepaalde inhoud op de website.",https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#blackbox-test,
Blackhat hacker,"Iemand die met kwade bedoelingen inbreekt<br>in een digitaal systeem. De naam 'blackhat'<br>komt uit cowboyfilms waarin slechteriken<br>altijd een zwarte hoed dragen. Hacker, Greyhat<br>hacker, Whitehat<br>hacker beschermd tegen aanvallen. Het Red team<br>speelt aanvallen en aanvalsmethodes na van<br>een gekozen tegenstander. Het Blue team<br>probeert aanvallen van het Red team op te<br>sporen en vervolgens tegen te gaan. Als ze",https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#blackhat-hacker,
Blacklisting,"Actie waarmee men in een lijst vastlegt<br>welke applicaties, gebruikers en acties men Allow listing,<br>Blacklisting, een echte aanval tegenkomen, pakken ze die<br>ook aan.",https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#blacklisting,
Blockchain,"meer neutrale allow/deny listing.<br>Een digitaal overzicht waarin transacties<br>worden gecontroleerd en opgeslagen als<br>ze in orde zijn. Dat gebeurt via een netwerk<br>van computers. Iedere nieuwe waarde die in<br>het overzicht komt te staan, wordt berekend<br>op basis van de vorige waarde. Vandaar de<br>naam 'chain' (ketting). Het voordeel van een<br>blockchain is dat er geen onafhankelijke<br>persoon bij nodig is voor het valideren van de<br>transacties, zoals een notaris. Men gebruikt<br>blockchain voor verschillende doelen. Onder<br>meer voor cryptovaluta, zoals de bitcoin. Cryptovaluta Bot Een computerprogramma dat zelfstandig<br>taken kan uitvoeren. Bot is een afkorting<br>van robot. Een bot kan onschuldig zijn,<br>bijvoorbeeld als zoekmachines bots gebrui<br>ken om websites te vinden. Maar iemand<br>kan een bot ook gebruiken om in te breken<br>in een computer. Of om de computer zo klaar<br>te maken dat een ander kan inbreken. Een<br>computer die besmet is met een bot, noemt<br>men ook wel een zombie. De gebruiker van<br>een computer merkt vaak niets van een bot.",https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#blockchain,"see also: Botnet,<br>Command<br>and-control server"
Bot herder,"Iemand die een botnet beheert. Bot, Botnet,<br>Command-and<br>control server Bug bounty Beloning die iemand krijgt als hij een<br>beveiligingslek in een digitaal systeem heeft<br>gevonden en gemeld. Men krijgt de beloning<br>van de eigenaar van het digitale systeem.",https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#bot-herder,
Botnet,"Een verzameling van besmette systemen die<br>door actoren centraal bestuurd kan worden.<br>Botnets vormen de infrastructuur voor veel<br>vormen van Internetcriminaliteit. Bot, Command<br>and- control server Bulletproof hosting Een hostingdienst (zoals cloud-hosting,<br>dedicated servers of webhosting) die<br>zeer tolerant is in het type materiaal dat",https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#botnet,
Bounty program,Bug bounty<br>program opgeslagen is op de afgenomen server en/<br>of de activiteiten die verricht worden via de<br>afgenomen server. Dit uit zich doordat deze,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#bounty-program,
Breach Counsel,"Advocaat gespecialiseerd in het<br>ondersteunen bij een cyberincident. hosters geen maatregelen nemen als gevolg<br>van abusemeldingen of andere klachten<br>of notificaties over de afgenomen servers.<br>Deze hosting is populair bij spammers,",https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#breach-counsel,
Broncode,"De leesbare tekst die een programmeur<br>heeft geschreven in een programmeertaal.<br>Er bestaan verschillende programmeertalen, Escrow cybercriminelen en aanbieders van illegaal<br>materiaal, omdat de servers langer in de lucht<br>blijven dan bij andere hosters.",https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#broncode,
Brute force aanval,Een aanvalsmethode waarbij iemand met een<br>hulpmiddel alle mogelijkheden uitprobeert<br>om een geheime code te achterhalen. een vooraf vastgestelde capaciteit binnen<br>aanvaardbare tijdskaders te blijven leveren.<br>Zelfs bij een incident of crisis.,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#brute-force-aanval,
Bruto risico,"Bijvoorbeeld een wachtwoord.<br>Risico-inschatting waarbij niet wordt Business continuity<br>impact Hoe ernstig de gevolgen zijn van een<br>groot cyberincident, als belangrijke ICT<br>bedrijfsprocessen en applicaties uitvallen.",https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#bruto-risico,
Buffer overflow,"Situatie waarin een programma of<br>besturingssysteem problemen krijgt doordat<br>het meer data moet opslaan dan past in het Kwetsbaarheid,<br>Bug een verstoring en de levering van producten<br>en diensten conform haar doelstellingen voor<br>bedrijfscontinuïteit te hervatten en herstellen.",https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#buffer-overflow,
Bug,Een fout in de hardware of software van een<br>digitaal systeem. voeren. Bijvoorbeeld CxO-fraude.,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#bug,
