Control Name,Control ID,Assessment Procedure,Assessment Objective,Assessment Parameter,Additional FedRAMP Requirements / Guidance,Test Method,Observations / Test Results,Evidence,Assessment Result,Identified Risk,Likelihood Level,Impact Level,Risk Exposure Level,Recommendation for Mitigation,SSP Implementation Differential?,Col_17,Col_18,Col_19,Col_20,Col_21,Col_22,Col_23,Col_24,Col_25,Col_26
,SC-7 (4),SC-07(04)(f),Determine if unauthorized exchanges of control plane traffic with external networks are prevented,,,"Examine, Interview, Test",,,,,,,,,,,,,,,,,,,
,SC-7 (4),SC-07(04)(g),Determine if information is published to enable remote networks to detect unauthorized control plane traffic from internal networks,,,"Examine, Interview, Test",,,,,,,,,,,,,,,,,,,
,SC-7 (4),SC-07(04)(h),Determine if unauthorized control plane traffic is filtered from external networks,,,"Examine, Interview, Test",,,,,,,,,,,,,,,,,,,
Deny by Default ó Allow by Exception,SC-7 (5),SC-07(05),Determine if network communications traffic is denied by default and allowed by exception [Selection: at managed interfaces; for systems for which network communications traffic is denied by default and network communications traffic is allowed by exception],any systems,"
","Examine, Interview, Test",,,,,,,,,,,,,,,,,,,
Split Tunneling for Remote Devices,SC-7 (7),SC-07(07),Determine if split tunneling is prevented for remote devices connecting to organizational systems unless the split tunnel is securely provisioned using [organization-defined safeguards],CSP-defined safeguards,,"Examine, Interview, Test",,,,,,,,,,,,,,,,,,,
Route Traffic to Authenticated Proxy Servers,SC-7 (8),SC-07(08),Determine if [organization-defined internal communications traffic] is routed to [organization-defined external networks] through authenticated proxy servers at managed interfaces,any network outside of organizational control and any network outside the authorization boundary,,"Examine, Interview, Test",,,,,,,,,,,,,,,,,,,
Prevent Exfiltration,SC-7 (10),SC-07(10)(a),Determine if the exfiltration of information is prevented,,,"Examine, Interview, Test",,,,,,,,,,,,,,,,,,,
,SC-7 (10),SC-07(10)(b),Determine if exfiltration tests are conducted [organization-defined frequency],CSP-defined frequency,,"Examine, Interview",,,,,,,,,,,,,,,,,,,
Host-based Protection,SC-7 (12),SC-07(12),Determine if [organization-defined host-based boundary protection mechanisms] are implemented at [organization-defined system components],"Host Intrusion Prevention System (HIPS), Host Intrusion Detection System (HIDS), or minimally a host-based firewall",,"Examine, Interview, Test",,,,,,,,,,,,,,,,,,,
Fail Secure,SC-7 (18),SC-07(18),Determine if systems are prevented from entering unsecure states in the event of an operational failure of a boundary protection device,,,"Examine, Interview, Test",,,,,,,,,,,,,,,,,,,
Dynamic Isolation and Segregation,SC-7 (20),SC-07(20),Determine if the capability to dynamically isolate [organization-defined system components] from other system components is provided,CSP-defined system components,,"Examine, Interview, Test",,,,,,,,,,,,,,,,,,,
Isolation of System Components,SC-7 (21),SC-07(21),Determine if boundary protection mechanisms are employed to isolate [organization-defined system components] supporting [organization-defined missions and/or business functions],CSP-defined system components; CSP-defined missions and/or business functions,,"Examine, Interview, Test",,,,,,,,,,,,,,,,,,,
Transmission Confidentiality and Integrity,SC-8,SC-08,Determine if the [organization-defined confidentiality; integrity] of transmitted information is/are protected,confidentiality and integrity,"Guidance: For each instance of data in transit, confidentiality AND integrity should be through cryptography as specified in SC-8 (1), physical means as specified in SC-8 (5), or in combination.

For clarity, this control applies to all data in transit. Examples include the following data flows:
 - Crossing the system boundary
 - Between compute instances - including containers
 - From a compute instance to storage
 - Replication between availability zones
 - Transmission of backups to storage
 - From a load balancer to a compute instance
 - Flows from management tools required for their work – e.g. log collection, scanning, etc.

The following applies only when choosing SC-8 (5) in lieu of SC-8 (1).
FedRAMP-Defined Assignment / Selection Parameters 
SC-8 (5)-1 [a hardened or alarmed carrier Protective Distribution System (PDS) when outside of Controlled Access Area (CAA)]
SC-8 (5)-2 [prevent unauthorized disclosure of information AND detect changes to information] 

SC-8 Guidance: SC-8 (5) applies when physical protection has been selected as the method to protect confidentiality and integrity. For physical protection, data in transit must be in either a Controlled Access Area (CAA), or a Hardened or alarmed PDS.

Hardened or alarmed PDS: Shall be as defined in SECTION X - CATEGORY 2 PDS INSTALLATION GUIDANCE of CNSSI No.7003, titled PROTECTED DISTRIBUTION SYSTEMS (PDS). Per the CNSSI No. 7003 Section VIII, PDS must originate and terminate in a Controlled Access Area (CAA). 

Controlled Access Area (CAA): Data will be considered physically protected, and in a CAA if it meets Section 2.3 of the DHS’s Recommended Practice: Improving Industrial Control System Cybersecurity with Defense-in-Depth Strategies. CSPs can meet Section 2.3 of the DHS’ recommended practice by satisfactory implementation of the following controls PE-2 (1), PE-2 (2), PE-2 (3), PE-3 (2), PE-3 (3), PE-6 (2), and PE-6 (3).

Note: When selecting SC-8 (5), the above SC-8(5), and the above referenced PE controls must be added to the SSP.

CNSSI No.7003 can be accessed here:
https://www.dcsa.mil/Portals/91/documents/ctp/nao/CNSSI_7003_PDS_September_2015.pdf 

DHS Recommended Practice: Improving Industrial Control System Cybersecurity with Defense-in-Depth Strategies can be accessed here:
https://us-cert.cisa.gov/sites/default/files/FactSheets/NCCIC%20ICS_FactSheet_Defense_in_Depth_Strategies_S508C.pdf ","Examine, Interview, Test",,,,,,,,,,,,,,,,,,,
Cryptographic Protection,SC-8 (1),SC-08(01),Determine if cryptographic mechanisms are implemented to [organization-defined prevent unauthorized disclosure of information; detect changes to information] during transmission,prevent unauthorized disclosure of information and detect changes to information,"Requirement: Please ensure SSP Section 10.3 Cryptographic Modules Implemented for Data At Rest (DAR) and Data In Transit (DIT) is fully populated for reference in this control.

Guidance:
See M-22-09, including ""Agencies encrypt all DNS requests and HTTP traffic within their environment""

SC-8 (1) applies when encryption has been selected as the method to protect confidentiality and integrity. Otherwise refer to SC-8 (5). SC-8 (1) is strongly encouraged.

Guidance: Note that this enhancement requires the use of cryptography which must be compliant with Federal requirements and utilize FIPS validated or NSA approved cryptography (see SC-13.)

Guidance: When leveraging encryption from the underlying IaaS/PaaS: While some IaaS/PaaS services provide encryption by default, many require encryption to be configured, and enabled by the customer. The CSP has the responsibility to verify encryption is properly configured.   ","Examine, Interview, Test",,,,,,,,,,,,,,,,,,,
Network Disconnect,SC-10,SC-10,Determine if the network connection associated with a communication session is terminated at the end of the session or after [organization-defined time period] of inactivity,no longer than ten (10) minutes for privileged sessions and no longer than fifteen (15) minutes for user sessions,,"Examine, Interview, Test",,,,,,,,,,,,,,,,,,,
Cryptographic Key Establishment and Management,SC-12,SC-12,"Determine if cryptographic keys are established and managed when cryptography is employed within the system in accordance with [organization-defined requirements for key generation, distribution, storage, access, and destruction]",in accordance with Federal requirements,"Guidance: See references in NIST 800-53 documentation.

Guidance: Must meet applicable Federal Cryptographic Requirements. See References Section of control.

Guidance: Wildcard certificates may be used internally within the system, but are not permitted for external customer access to the system.","Examine, Interview, Test",,,,,,,,,,,,,,,,,,,
Availability,SC-12 (1),SC-12(01),Determine if information availability is maintained in the event of the loss of cryptographic keys by users,,,"Examine, Interview",,,,,,,,,,,,,,,,,,,
Cryptographic Protection,SC-13,SC-13a,Determine if [organization-defined cryptographic uses] are identified,FIPS-validated or NSA-approved cryptography,"Guidance: This control applies to all use of cryptography. In addition to encryption, this includes functions such as hashing, random number generation, and key generation. Examples include the following:
 - Encryption of data
 - Decryption of data
 - Generation of one time passwords (OTPs) for MFA
 - Protocols such as TLS, SSH, and HTTPS

The requirement for FIPS 140 validation, as well as timelines for acceptance of FIPS 140-2, and 140-3 can be found at the NIST Cryptographic Module Validation Program (CMVP).
https://csrc.nist.gov/projects/cryptographic-module-validation-program 

Guidance: For NSA-approved cryptography, the National Information Assurance Partnership (NIAP) oversees a national program to evaluate Commercial IT Products for Use in National Security Systems. The NIAP Product Compliant List can be found at the following location: https://www.niap-ccevs.org/Product/index.cfm 

Guidance: When leveraging encryption from underlying IaaS/PaaS: While some IaaS/PaaS provide encryption by default, many require encryption to be configured, and enabled by the customer. The CSP has the responsibility to verify encryption is properly configured. 

Guidance: Moving to non-FIPS CM or product is acceptable when:
- FIPS validated version has a known vulnerability
- Feature with vulnerability is in use
- Non-FIPS version fixes the vulnerability
- Non-FIPS version is submitted to NIST for FIPS validation
- POA&M is added to track approval, and deployment when ready

Guidance: At a minimum, this control applies to cryptography in use for the following controls: AU-9(3), CP-9(8), IA-2(6), IA-5(1), MP-5, SC-8(1), and SC-28(1).","Examine, Interview",,,,,,,,,,,,,,,,,,,
,SC-13,SC-13b,Determine if [organization-defined types of cryptography] for each specified cryptographic use (defined in organization-defined) are implemented,FIPS-validated or NSA-approved cryptography,,"Examine, Interview, Test",,,,,,,,,,,,,,,,,,,
Collaborative Computing Devices and Applications,SC-15,SC-15a,Determine if remote activation of collaborative computing devices and applications is prohibited except [organization-defined exceptions where remote activation is to be allowed],no exceptions for computing devices,Requirement: The information system provides disablement (instead of physical disconnect) of collaborative computing devices in a manner that supports ease of use,"Examine, Interview",,,,,,,,,,,,,,,,,,,
,SC-15,SC-15b,Determine if an explicit indication of use is provided to users physically present at the devices,,,"Examine, Interview, Test",,,,,,,,,,,,,,,,,,,
Public Key Infrastructure Certificates,SC-17,SC-17a,"Determine if public key certificates are issued under [organization-defined certificate policy], or public key certificates are obtained from an approved service provider",CSP-defined certificate policy,,"Examine, Interview",,,,,,,,,,,,,,,,,,,
,SC-17,SC-17b,Determine if only approved trust anchors are included in trust stores or certificate stores managed by the organization,,,"Examine, Interview, Test",,,,,,,,,,,,,,,,,,,
Mobile Code,SC-18,SC-18a.,Determine if acceptable/unacceptable mobile code and mobile code technologies are defined,,,Examine,,,,,,,,,,,,,,,,,,,
,SC-18,SC-18b.,"Determine if the use of mobile code is authorized, monitored and controlled within the system",,,"Interview, Test",,,,,,,,,,,,,,,,,,,
Secure Name/Address Resolution Service (Authoritative Source),SC-20,SC-20a.,Determine if additional data origin authentication and integrity verification artifacts are provided along with the authoritative name resolution data that the system returns in response to external name/address resolution queries,,"Requirement: Control Description should include how DNSSEC is implemented on authoritative DNS servers to supply valid responses to external DNSSEC requests.
 
Requirement: Authoritative DNS servers must be geolocated in accordance with SA-9 (5).

Guidance: SC-20 applies to use of external authoritative DNS to access a CSO from outside the boundary.

Guidance: External authoritative DNS servers may be located outside an authorized environment. Positioning these servers inside an authorized boundary is encouraged.

Guidance: CSPs are recommended to self-check DNSSEC configuration through one of many available analyzers such as Sandia National Labs (https://dnsviz.net)","Examine, Interview, Test",,,,,,,,,,,,,,,,,,,
,SC-20,SC-20b.[01],"Determine if the means to indicate the security status of child zones (and if the child supports secure resolution services) is provided when operating as part of a distributed, hierarchical namespace",,,"Examine, Interview, Test",,,,,,,,,,,,,,,,,,,
,SC-20,SC-20b.[02],"Determine if the means to enable verification of a chain of trust among parent and child domains when operating as part of a distributed, hierarchical namespace is provided",,,"Examine, Interview, Test",,,,,,,,,,,,,,,,,,,
Secure Name/Address Resolution Service (Recursive or Caching Resolver),SC-21,SC-21,Determine if data origin authentication and integrity verification is requested and performed for the name/address resolution responses that the system receives from authoritative sources,,"Requirement: Control description should include how DNSSEC is implemented on recursive DNS servers to make DNSSEC requests when resolving DNS requests from internal components to domains external to the CSO boundary.
- If the reply is signed, and fails DNSSEC, do not use the reply
- If the reply is unsigned:
   -- CSP chooses the policy to apply

Requirement: Internal recursive DNS servers must be located inside an authorized environment. It is typically within the boundary, or leveraged from an underlying IaaS/PaaS.

Guidance: Accepting an unsigned reply is acceptable

Guidance: SC-21 applies to use of internal recursive DNS to access a domain outside the boundary by a component inside the boundary.
- DNSSEC resolution to access a component inside the boundary is excluded.","Examine, Interview, Test",,,,,,,,,,,,,,,,,,,
Architecture and Provisioning for Name/Address Resolution Service,SC-22,SC-22,"Determine if the systems that collectively provide name/address resolution services for an organization are fault-tolerant, implement internal role separation and implement external role separation",,,"Examine, Interview, Test",,,,,,,,,,,,,,,,,,,
Session Authenticity,SC-23,SC-23,Determine if the authenticity of communication sessions is protected,,,"Examine, Interview, Test",,,,,,,,,,,,,,,,,,,
Fail in Known State,SC-24,SC-24,Determine if [organization-defined types of system failures on system components] fail to a [organization-defined known system state] while preserving [organization-defined system state information] in failure,CSP-defined types of system failures on system components; CSP-defined known system state; CSP-defined system state information,,"Examine, Interview, Test",,,,,,,,,,,,,,,,,,,
Protection of Information at Rest,SC-28,SC-28,Determine if the [organization-defined confidentiality; integrity of organization-defined information at rest] is/are protected,confidentiality and integrity,"Guidance: The organization supports the capability to use cryptographic mechanisms to protect information at rest. 

Guidance: When leveraging encryption from underlying IaaS/PaaS: While some IaaS/PaaS services provide encryption by default, many require encryption to be configured, and enabled by the customer. The CSP has the responsibility to verify encryption is properly configured.  

Guidance: Note that this enhancement requires the use of cryptography in accordance with SC-13.","Examine, Interview, Test",,,,,,,,,,,,,,,,,,,
Cryptographic Protection,SC-28 (1),SC-28(01),Determine if cryptographic mechanisms are implemented to prevent unauthorized disclosure and modification of [organization-defined information] at rest on [organization-defined system components or media],all information system components storing Federal data or system data that must be protected at the High or Moderate impact levels,"Guidance: Organizations should select a mode of protection that is targeted towards the relevant threat scenarios. 
Examples:
A. Organizations may apply full disk encryption (FDE) to a mobile device where the primary threat is loss of the device while storage is locked. 
B. For a database application housing data for a single customer, encryption at the file system level would often provide more protection than FDE against the more likely threat of an intruder on the operating system accessing the storage.
C. For a database application housing data for multiple customers, encryption with unique keys for each customer at the database record level may be more appropriate.","Examine, Interview, Test",,,,,,,,,,,,,,,,,,,
Process Isolation,SC-39,SC-39,Determine if a separate execution domain is maintained for each executing system process,,,"Examine, Interview, Test",,,,,,,,,,,,,,,,,,,
System Time Synchronization,SC-45,SC-45,Determine if system clocks are synchronized within and between systems and system components,,,"Examine, Interview, Test",,,,,,,,,,,,,,,,,,,
Synchronization with Authoritative Time Source,SC-45 (1),SC-45(01)(a),Determine if the internal system clocks are compared [organization-defined frequency] with [organization-defined authoritative time source],at least hourly; http://tf.nist.gov/tf-cgi/servers.cgi,"Requirement: The service provider selects primary and secondary time servers used by the NIST Internet time service. The secondary server is selected from a different geographic region than the primary server.

","Examine, Interview",,,,,,,,,,,,,,,,,,,
,SC-45 (1),SC-45(01)(b),Determine if the internal system clocks are synchronized with the authoritative time source when the time difference is greater than [organization-defined time period],any difference,"Requirement: The service provider synchronizes the system clocks of network computers that run operating systems other than Windows to the Windows Server Domain Controller emulator or to the same time source for that server.

Guidance: Synchronization of system clocks improves the accuracy of log analysis.",Test,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
