"control_id","control_name","is_enhancement","parent_control_id","baseline","baseline_levels","control_text","fedramp_assignments"
"MA-6","Timely Maintenance","false","","High","M,H","Obtain maintenance support and/or spare parts for [Assignment: organization-defined system components] within [FedRAMP Assignment: a timeframe to support advertised uptime and availability] of failure.","a timeframe to support advertised uptime and availability"
"MP-1","Policy and Procedures","false","","High","L,M,H","a. Develop, document, and disseminate to [Assignment: organization-defined personnel or roles]:

        1. [Selection (one-or-more): organization-level; mission/business process-level; system-level] media protection policy that:

            (a)   Addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance; and

            (b)   Is consistent with applicable laws, executive orders, directives, regulations, policies, standards, and guidelines; and

        2. Procedures to facilitate the implementation of the media protection policy and the associated media protection controls;

    b. Designate an [Assignment: organization-defined official] to manage the development, documentation, and dissemination of the media protection policy and procedures; and

    c. Review and update the current media protection:

        1. Policy [FedRAMP Assignment: at least annually] and following [Assignment: organization-defined events]; and

        2. Procedures [FedRAMP Assignment: at least annually] and following [FedRAMP Assignment: significant changes].","at least annually
at least annually
significant changes"
"MP-2","Media Access","false","","High","L,M,H","Restrict access to [FedRAMP Assignment: all types of digital and/or non-digital media containing sensitive information] to [Assignment: organization-defined personnel or roles].","all types of digital and/or non-digital media containing sensitive information"
"MP-3","Media Marking","false","","High","M,H","a. Mark system media indicating the distribution limitations, handling caveats, and applicable security markings (if any) of the information; and

    b. Exempt [FedRAMP Assignment: no removable media types] from marking if the media remain within [FedRAMP Assignment: organization-defined security safeguards not applicable].

__ MP-3 Additional FedRAMP Requirements and Guidance:__

__ (b) Guidance:__ Second parameter not-applicable.","no removable media types
organization-defined security safeguards not applicable"
"MP-4","Media Storage","false","","High","M,H","a. Physically control and securely store [FedRAMP Assignment: all types of digital and non-digital media with sensitive information] within [FedRAMP Assignment: see additional FedRAMP requirements and guidance]; and

    b. Protect system media types defined in MP-4a until the media are destroyed or sanitized using approved equipment, techniques, and procedures.

__ MP-4 Additional FedRAMP Requirements and Guidance:__

__ (a) Requirement:__ The service provider defines controlled areas within facilities where the information and information system reside.","all types of digital and non-digital media with sensitive information
see additional FedRAMP requirements and guidance"
"MP-5","Media Transport","false","","High","M,H","a. Protect and control [FedRAMP Assignment: all media with sensitive information] during transport outside of controlled areas using [FedRAMP Assignment: prior to leaving secure/controlled environment: for digital media, encryption in compliance with Federal requirements and utilizes FIPS validated or NSA approved cryptography (see SC-13.); for non-digital media, secured in locked container];

    b. Maintain accountability for system media during transport outside of controlled areas;

    c. Document activities associated with the transport of system media; and

    d. Restrict the activities associated with the transport of system media to authorized personnel.

__ MP-5 Additional FedRAMP Requirements and Guidance:__

__ (a) Requirement:__ The service provider defines security measures to protect digital and non-digital media in transport. The security measures are approved and accepted by the JAB/AO.","all media with sensitive information
prior to leaving secure/controlled environment: for digital media, encryption in compliance with Federal requirements and utilizes FIPS validated or NSA approved cryptography (see SC-13.); for non-digital media, secured in locked container"
"MP-6","Media Sanitization","false","","High","L,M,H","a. Sanitize [FedRAMP Assignment: techniques and procedures IAW NIST SP 800-88 Section 4: Reuse and Disposal of Storage Media and Hardware] prior to disposal, release out of organizational control, or release for reuse using [Assignment: organization-defined sanitization techniques and procedures]; and

    b. Employ sanitization mechanisms with the strength and integrity commensurate with the security category or classification of the information.","techniques and procedures IAW NIST SP 800-88 Section 4: Reuse and Disposal of Storage Media and Hardware"
"MP-6(1)","Review, Approve, Track, Document, and Verify","true","MP-6","High","H","Review, approve, track, document, and verify media sanitization and disposal actions.

__ MP-6 (1) Additional FedRAMP Requirements and Guidance:__

__ Requirement:__ Must comply with NIST SP 800-88.",""
"MP-6(2)","Equipment Testing","true","MP-6","High","H","Test sanitization equipment and procedures [FedRAMP Assignment: at least every six (6) months] to ensure that the intended sanitization is being achieved.

__ MP-6 (2) Additional FedRAMP Requirements and Guidance:__

__ Guidance:__ Equipment and procedures may be tested or validated for effectiveness.","at least every six (6) months"
"MP-6(3)","Nondestructive Techniques","true","MP-6","High","H","Apply nondestructive sanitization techniques to portable storage devices prior to connecting such devices to the system under the following circumstances: [Assignment: organization-defined circumstances requiring sanitization of portable storage devices].

__ MP-6 (3) Additional FedRAMP Requirements and Guidance:__

__ Requirement:__ Must comply with NIST SP 800-88.",""
"MP-7","Media Use","false","","High","L,M,H","a.  [Selection: Restrict; Prohibit] the use of [Assignment: organization-defined types of system media] on [Assignment: organization-defined systems or system components] using [Assignment: organization-defined controls]; and

    b. Prohibit the use of portable storage devices in organizational systems when such devices have no identifiable owner.",""
"PE-1","Policy and Procedures","false","","High","L,M,H","a. Develop, document, and disseminate to [Assignment: organization-defined personnel or roles]:

        1. [Selection (one-or-more): organization-level; mission/business process-level; system-level] physical and environmental protection policy that:

            (a)   Addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance; and

            (b)   Is consistent with applicable laws, executive orders, directives, regulations, policies, standards, and guidelines; and

        2. Procedures to facilitate the implementation of the physical and environmental protection policy and the associated physical and environmental protection controls;

    b. Designate an [Assignment: organization-defined official] to manage the development, documentation, and dissemination of the physical and environmental protection policy and procedures; and

    c. Review and update the current physical and environmental protection:

        1. Policy [FedRAMP Assignment: at least annually] and following [Assignment: organization-defined events]; and

        2. Procedures [FedRAMP Assignment: at least annually] and following [FedRAMP Assignment: significant changes].","at least annually
at least annually
significant changes"
"PE-2","Physical Access Authorizations","false","","High","L,M,H","a. Develop, approve, and maintain a list of individuals with authorized access to the facility where the system resides;

    b. Issue authorization credentials for facility access;

    c. Review the access list detailing authorized facility access by individuals [FedRAMP Assignment: at least every ninety (90) days]; and

    d. Remove individuals from the facility access list when access is no longer required.","at least every ninety (90) days"
"PE-3","Physical Access Control","false","","High","L,M,H","a. Enforce physical access authorizations at [Assignment: organization-defined entry and exit points to the facility where the system resides] by:

        1. Verifying individual access authorizations before granting access to the facility; and

        2. Controlling ingress and egress to the facility using [FedRAMP Assignment: CSP defined physical access control systems/devices AND guards];

    b. Maintain physical access audit logs for [Assignment: organization-defined entry or exit points];

    c. Control access to areas within the facility designated as publicly accessible by implementing the following controls: [Assignment: organization-defined physical access controls];

    d. Escort visitors and control visitor activity [FedRAMP Assignment: in all circumstances within restricted access area where the information system resides];

    e. Secure keys, combinations, and other physical access devices;

    f. Inventory [Assignment: organization-defined physical access devices] every [FedRAMP Assignment: at least annually]; and

    g. Change combinations and keys [FedRAMP Assignment: at least annually or earlier as required by a security relevant event.] and/or when keys are lost, combinations are compromised, or when individuals possessing the keys or combinations are transferred or terminated.","CSP defined physical access control systems/devices AND guards
in all circumstances within restricted access area where the information system resides
at least annually
at least annually or earlier as required by a security relevant event."
"PE-3(1)","System Access","true","PE-3","High","H","Enforce physical access authorizations to the system in addition to the physical access controls for the facility at [Assignment: organization-defined physical spaces containing one or more components of the system].",""
"PE-4","Access Control for Transmission","false","","High","M,H","Control physical access to [Assignment: organization-defined system distribution and transmission lines] within organizational facilities using [Assignment: organization-defined security controls].",""
"PE-5","Access Control for Output Devices","false","","High","M,H","Control physical access to output from [Assignment: organization-defined output devices] to prevent unauthorized individuals from obtaining the output.",""
"PE-6","Monitoring Physical Access","false","","High","L,M,H","a. Monitor physical access to the facility where the system resides to detect and respond to physical security incidents;

    b. Review physical access logs [FedRAMP Assignment: at least monthly] and upon occurrence of [Assignment: organization-defined events or potential indications of events]; and

    c. Coordinate results of reviews and investigations with the organizational incident response capability.","at least monthly"
"PE-6(1)","Intrusion Alarms and Surveillance Equipment","true","PE-6","High","M,H","Monitor physical access to the facility where the system resides using physical intrusion alarms and surveillance equipment.",""
"PE-6(4)","Monitoring Physical Access to Systems","true","PE-6","High","H","Monitor physical access to the system in addition to the physical access monitoring of the facility at [Assignment: organization-defined physical spaces containing one or more components of the system].",""
"PE-8","Visitor Access Records","false","","High","L,M,H","a. Maintain visitor access records to the facility where the system resides for [FedRAMP Assignment: for a minimum of one (1) year];

    b. Review visitor access records [FedRAMP Assignment: at least monthly]; and

    c. Report anomalies in visitor access records to [Assignment: organization-defined personnel].","for a minimum of one (1) year
at least monthly"
"PE-8(1)","Automated Records Maintenance and Review","true","PE-8","High","H","Maintain and review visitor access records using [Assignment: organization-defined automated mechanisms].",""
"PE-9","Power Equipment and Cabling","false","","High","M,H","Protect power equipment and power cabling for the system from damage and destruction.",""
"PE-10","Emergency Shutoff","false","","High","M,H","a. Provide the capability of shutting off power to [Assignment: organization-defined system or individual system components] in emergency situations;

    b. Place emergency shutoff switches or devices in [FedRAMP Assignment: near more than one egress point of the IT area and ensures it is labeled and protected by a cover to prevent accidental shut-off] to facilitate access for authorized personnel; and

    c. Protect emergency power shutoff capability from unauthorized activation.","near more than one egress point of the IT area and ensures it is labeled and protected by a cover to prevent accidental shut-off"
"PE-11","Emergency Power","false","","High","M,H","Provide an uninterruptible power supply to facilitate [Selection (one or more): Assignment: an orderly shutdown of the system; transition of the system to long-term alternate power] in the event of a primary power source loss.",""
"PE-11(1)","Alternate Power Supply — Minimal Operational Capability","true","PE-11","High","H","Provide an alternate power supply for the system that is activated [FedRAMP Assignment: automatically] and that can maintain minimally required operational capability in the event of an extended loss of the primary power source.","automatically"
"PE-12","Emergency Lighting","false","","High","L,M,H","Employ and maintain automatic emergency lighting for the system that activates in the event of a power outage or disruption and that covers emergency exits and evacuation routes within the facility.",""
"PE-13","Fire Protection","false","","High","L,M,H","Employ and maintain fire detection and suppression systems that are supported by an independent energy source.",""
"PE-13(1)","Detection Systems — Automatic Activation and Notification","true","PE-13","High","M,H","Employ fire detection systems that activate automatically and notify [FedRAMP Assignment: service provider building maintenance/physical security personnel] and [FedRAMP Assignment: service provider emergency responders with incident response responsibilities] in the event of a fire.","service provider building maintenance/physical security personnel
service provider emergency responders with incident response responsibilities"
"PE-13(2)","Suppression Systems — Automatic Activation and Notification","true","PE-13","High","M,H","(a)   Employ fire suppression systems that activate automatically and notify [Assignment: organization-defined personnel or roles] and [Assignment: organization-defined emergency responders]; and

        (b)   Employ an automatic fire suppression capability when the facility is not staffed on a continuous basis.",""
"PE-14","Environmental Controls","false","","High","L,M,H","a. Maintain [FedRAMP Assignment: consistent with American Society of Heating, Refrigerating and Air-conditioning Engineers (ASHRAE) document entitled Thermal Guidelines for Data Processing Environments] levels within the facility where the system resides at [Assignment: organization-defined acceptable levels]; and

    b. Monitor environmental control levels [FedRAMP Assignment: continuously].

__ PE-14 Additional FedRAMP Requirements and Guidance:__

__ (a) Requirement:__ The service provider measures temperature at server inlets and humidity levels by dew point.","consistent with American Society of Heating, Refrigerating and Air-conditioning Engineers (ASHRAE) document entitled Thermal Guidelines for Data Processing Environments
continuously"
"PE-14(2)","Monitoring with Alarms and Notifications","true","PE-14","High","H","Employ environmental control monitoring that provides an alarm or notification of changes potentially harmful to personnel or equipment to [Assignment: organization-defined personnel or roles].",""
"PE-15","Water Damage Protection","false","","High","L,M,H","Protect the system from damage resulting from water leakage by providing master shutoff or isolation valves that are accessible, working properly, and known to key personnel.",""
"PE-15(1)","Automation Support","true","PE-15","High","H","Detect the presence of water near the system and alert [FedRAMP Assignment: service provider building maintenance/physical security personnel] using [Assignment: organization-defined automated mechanisms].","service provider building maintenance/physical security personnel"
"PE-16","Delivery and Removal","false","","High","L,M,H","a. Authorize and control [FedRAMP Assignment: all information system components] entering and exiting the facility; and

    b. Maintain records of the system components.","all information system components"
"PE-17","Alternate Work Site","false","","High","M,H","a. Determine and document the [Assignment: organization-defined alternate work sites] allowed for use by employees;

    b. Employ the following controls at alternate work sites: [Assignment: organization-defined controls];

    c. Assess the effectiveness of controls at alternate work sites; and

    d. Provide a means for employees to communicate with information security and privacy personnel in case of incidents.",""
"PE-18","Location of System Components","false","","High","H","Position system components within the facility to minimize potential damage from [FedRAMP Assignment: physical and environmental hazards identified during threat assessment] and to minimize the opportunity for unauthorized access.","physical and environmental hazards identified during threat assessment"
"PL-1","Policy and Procedures","false","","High","L,M,H","a. Develop, document, and disseminate to [Assignment: organization-defined personnel or roles]:

        1. [Selection (one-or-more): organization-level; mission/business process-level; system-level] planning policy that:

            (a)   Addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance; and

            (b)   Is consistent with applicable laws, executive orders, directives, regulations, policies, standards, and guidelines; and

        2. Procedures to facilitate the implementation of the planning policy and the associated planning controls;

    b. Designate an [Assignment: organization-defined official] to manage the development, documentation, and dissemination of the planning policy and procedures; and

    c. Review and update the current planning:

        1. Policy [FedRAMP Assignment: at least annually] and following [Assignment: organization-defined events]; and

        2. Procedures [FedRAMP Assignment: at least annually] and following [FedRAMP Assignment: significant changes].","at least annually
at least annually
significant changes"
"PL-2","System Security and Privacy Plans","false","","High","L,M,H","a. Develop security and privacy plans for the system that:

        1. Are consistent with the organization’s enterprise architecture;

        2. Explicitly define the constituent system components;

        3. Describe the operational context of the system in terms of mission and business processes;

        4. Identify the individuals that fulfill system roles and responsibilities;

        5. Identify the information types processed, stored, and transmitted by the system;

        6. Provide the security categorization of the system, including supporting rationale;

        7. Describe any specific threats to the system that are of concern to the organization;

        8. Provide the results of a privacy risk assessment for systems processing personally identifiable information;

        9. Describe the operational environment for the system and any dependencies on or connections to other systems or system components;

        10.    Provide an overview of the security and privacy requirements for the system;

        11.    Identify any relevant control baselines or overlays, if applicable;

        12.    Describe the controls in place or planned for meeting the security and privacy requirements, including a rationale for any tailoring decisions;

        13.    Include risk determinations for security and privacy architecture and design decisions;

        14.    Include security- and privacy-related activities affecting the system that require planning and coordination with [FedRAMP Assignment: to include chief privacy and ISSO and/or similar role or designees]; and

        15.    Are reviewed and approved by the authorizing official or designated representative prior to plan implementation.

    b. Distribute copies of the plans and communicate subsequent changes to the plans to [FedRAMP Assignment: to include chief privacy and ISSO and/or similar role];

    c. Review the plans [FedRAMP Assignment: at least annually];

    d. Update the plans to address changes to the system and environment of operation or problems identified during plan implementation or control assessments; and

    e. Protect the plans from unauthorized disclosure and modification.","to include chief privacy and ISSO and/or similar role or designees
to include chief privacy and ISSO and/or similar role
at least annually"
"PL-4","Rules of Behavior","false","","High","L,M,H","a. Establish and provide to individuals requiring access to the system, the rules that describe their responsibilities and expected behavior for information and system usage, security, and privacy;

    b. Receive a documented acknowledgment from such individuals, indicating that they have read, understand, and agree to abide by the rules of behavior, before authorizing access to information and the system;

    c. Review and update the rules of behavior [FedRAMP Assignment: at least annually]; and

    d. Require individuals who have acknowledged a previous version of the rules of behavior to read and re-acknowledge [FedRAMP Assignment: at least annually and when the rules are revised or changed].","at least annually
at least annually and when the rules are revised or changed"
"PL-4(1)","Social Media and External Site/Application Usage Restrictions","true","PL-4","High","L,M,H","Include in the rules of behavior, restrictions on:

        (a)   Use of social media, social networking sites, and external sites/applications;

        (b)   Posting organizational information on public websites; and

        (c)   Use of organization-provided identifiers (e.g., email addresses) and authentication secrets (e.g., passwords) for creating accounts on external sites/applications.",""
"PL-8","Security and Privacy Architectures","false","","High","L,M,H","a. Develop security and privacy architectures for the system that:

        1. Describe the requirements and approach to be taken for protecting the confidentiality, integrity, and availability of organizational information;

        2. Describe the requirements and approach to be taken for processing personally identifiable information to minimize privacy risk to individuals;

        3. Describe how the architectures are integrated into and support the enterprise architecture; and

        4. Describe any assumptions about, and dependencies on, external systems and services;

    b. Review and update the architectures [FedRAMP Assignment: at least annually and when a significant change occurs] to reflect changes in the enterprise architecture; and

    c. Reflect planned architecture changes in security and privacy plans, Concept of Operations (CONOPS), criticality analysis, organizational procedures, and procurements and acquisitions.

__ PL-8 Additional FedRAMP Requirements and Guidance:__

__ (b) Guidance:__ Significant change is defined in NIST Special Publication 800-37 Revision 2, Appendix F.","at least annually and when a significant change occurs"
"PL-10","Baseline Selection","false","","High","L,M,H","Select a control baseline for the system.

__ PL-10 Additional FedRAMP Requirements and Guidance:__

__ Requirement:__ Select the appropriate FedRAMP Baseline.",""
"PL-11","Baseline Tailoring","false","","High","L,M,H","Tailor the selected control baseline by applying specified tailoring actions.",""
"PS-1","Policy and Procedures","false","","High","L,M,H","a. Develop, document, and disseminate to [Assignment: organization-defined personnel or roles]:

        1. [Selection (one-or-more): organization-level; mission/business process-level; system-level] personnel security policy that:

            (a)   Addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance; and

            (b)   Is consistent with applicable laws, executive orders, directives, regulations, policies, standards, and guidelines; and

        2. Procedures to facilitate the implementation of the personnel security policy and the associated personnel security controls;

    b. Designate an [Assignment: organization-defined official] to manage the development, documentation, and dissemination of the personnel security policy and procedures; and

    c. Review and update the current personnel security:

        1. Policy [FedRAMP Assignment: at least annually] and following [Assignment: organization-defined events]; and

        2. Procedures [FedRAMP Assignment: at least annually] and following [FedRAMP Assignment: significant changes].","at least annually
at least annually
significant changes"
"PS-2","Position Risk Designation","false","","High","L,M,H","a. Assign a risk designation to all organizational positions;

    b. Establish screening criteria for individuals filling those positions; and

    c. Review and update position risk designations [FedRAMP Assignment: at least annually].","at least annually"
"PS-3","Personnel Screening","false","","High","L,M,H","a. Screen individuals prior to authorizing access to the system; and

    b. Rescreen individuals in accordance with [FedRAMP Assignment: for national security clearances; a reinvestigation is required during the fifth (5th) year for top secret security clearance, the tenth (10th) year for secret security clearance, and fifteenth (15th) year for confidential security clearance. For moderate risk law enforcement and high impact public trust level, a reinvestigation is required during the fifth (5th) year. There is no reinvestigation for other moderate risk positions or any low risk positions].","for national security clearances; a reinvestigation is required during the fifth (5th) year for top secret security clearance, the tenth (10th) year for secret security clearance, and fifteenth (15th) year for confidential security clearance. For moderate risk law enforcement and high impact public trust level, a reinvestigation is required during the fifth (5th) year. There is no reinvestigation for other moderate risk positions or any low risk positions"
"PS-3(3)","Information Requiring Special Protective Measures","true","PS-3","High","M,H","Verify that individuals accessing a system processing, storing, or transmitting information requiring special protection:

        (a)   Have valid access authorizations that are demonstrated by assigned official government duties; and

        (b)   Satisfy [FedRAMP Assignment: personnel screening criteria – as required by specific information].","personnel screening criteria – as required by specific information"
"PS-4","Personnel Termination","false","","High","L,M,H","Upon termination of individual employment:

    a. Disable system access within [FedRAMP Assignment: one (1) hour];

    b. Terminate or revoke any authenticators and credentials associated with the individual;

    c. Conduct exit interviews that include a discussion of [Assignment: organization-defined information security topics];

    d. Retrieve all security-related organizational system-related property; and

    e. Retain access to organizational information and systems formerly controlled by terminated individual.","one (1) hour"
"PS-4(2)","Automated Actions","true","PS-4","High","H","Use [Assignment: organization-defined automated mechanisms] to [Selection (one-or-more): notify [FedRAMP Assignment: access control personnel responsible for disabling access to the system] of individual termination actions; disable access to system resources].","access control personnel responsible for disabling access to the system"
"PS-5","Personnel Transfer","false","","High","L,M,H","a. Review and confirm ongoing operational need for current logical and physical access authorizations to systems and facilities when individuals are reassigned or transferred to other positions within the organization;

    b. Initiate [Assignment: organization-defined transfer or reassignment actions] within [FedRAMP Assignment: twenty-four (24) hours];

    c. Modify access authorization as needed to correspond with any changes in operational need due to reassignment or transfer; and

    d. Notify [FedRAMP Assignment: including access control personnel responsible for the system] within [FedRAMP Assignment: twenty-four (24) hours].","twenty-four (24) hours
including access control personnel responsible for the system
twenty-four (24) hours"
"PS-6","Access Agreements","false","","High","L,M,H","a. Develop and document access agreements for organizational systems;

    b. Review and update the access agreements [FedRAMP Assignment: at least annually]; and

    c. Verify that individuals requiring access to organizational information and systems:

        1. Sign appropriate access agreements prior to being granted access; and

        2. Re-sign access agreements to maintain access to organizational systems when access agreements have been updated or [FedRAMP Assignment: at least annually and any time there is a change to the user's level of access].","at least annually
at least annually and any time there is a change to the user's level of access"
"PS-7","External Personnel Security","false","","High","L,M,H","a. Establish personnel security requirements, including security roles and responsibilities for external providers;

    b. Require external providers to comply with personnel security policies and procedures established by the organization;

    c. Document personnel security requirements;

    d. Require external providers to notify [FedRAMP Assignment: including access control personnel responsible for the system and/or facilities, as appropriate] of any personnel transfers or terminations of external personnel who possess organizational credentials and/or badges, or who have system privileges within [FedRAMP Assignment: terminations: immediately; transfers: within twenty-four (24) hours]; and

    e. Monitor provider compliance with personnel security requirements.","including access control personnel responsible for the system and/or facilities, as appropriate
terminations: immediately; transfers: within twenty-four (24) hours"
"PS-8","Personnel Sanctions","false","","High","L,M,H","a. Employ a formal sanctions process for individuals failing to comply with established information security and privacy policies and procedures; and

    b. Notify [FedRAMP Assignment: to include the ISSO and/or similar role within the organization] within [FedRAMP Assignment: Twenty-four (24) hours] when a formal employee sanctions process is initiated, identifying the individual sanctioned and the reason for the sanction.","to include the ISSO and/or similar role within the organization
Twenty-four (24) hours"
"PS-9","Position Descriptions","false","","High","L,M,H","Incorporate security and privacy roles and responsibilities into organizational position descriptions.",""
"RA-1","Policy and Procedures","false","","High","L,M,H","a. Develop, document, and disseminate to [Assignment: organization-defined personnel or roles]:

        1. [Selection (one-or-more): organization-level; mission/business process-level; system-level] risk assessment policy that:

            (a)   Addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance; and

            (b)   Is consistent with applicable laws, executive orders, directives, regulations, policies, standards, and guidelines; and

        2. Procedures to facilitate the implementation of the risk assessment policy and the associated risk assessment controls;

    b. Designate an [Assignment: organization-defined official] to manage the development, documentation, and dissemination of the risk assessment policy and procedures; and

    c. Review and update the current risk assessment:

        1. Policy [FedRAMP Assignment: at least annually] and following [Assignment: organization-defined events]; and

        2. Procedures [FedRAMP Assignment: at least annually] and following [FedRAMP Assignment: significant changes].","at least annually
at least annually
significant changes"
"RA-2","Security Categorization","false","","High","L,M,H","a. Categorize the system and information it processes, stores, and transmits;

    b. Document the security categorization results, including supporting rationale, in the security plan for the system; and

    c. Verify that the authorizing official or authorizing official designated representative reviews and approves the security categorization decision.",""
"RA-3","Risk Assessment","false","","High","L,M,H","a. Conduct a risk assessment, including:

        1. Identifying threats to and vulnerabilities in the system;

        2. Determining the likelihood and magnitude of harm from unauthorized access, use, disclosure, disruption, modification, or destruction of the system, the information it processes, stores, or transmits, and any related information; and

        3. Determining the likelihood and impact of adverse effects on individuals arising from the processing of personally identifiable information;

    b. Integrate risk assessment results and risk management decisions from the organization and mission or business process perspectives with system-level risk assessments;

    c. Document risk assessment results in [FedRAMP Assignment: security assessment report];

    d. Review risk assessment results [FedRAMP Assignment: at least annually and whenever a significant change occurs];

    e. Disseminate risk assessment results to [Assignment: organization-defined personnel or roles]; and

    f. Update the risk assessment [FedRAMP Assignment: annually] or when there are significant changes to the system, its environment of operation, or other conditions that may impact the security or privacy state of the system.

__ RA-3 Additional FedRAMP Requirements and Guidance:__

__ Guidance:__ Significant change is defined in NIST Special Publication 800-37 Revision 2, Appendix F.

__ (e) Requirement:__ Include all Authorizing Officials; for JAB authorizations to include FedRAMP.","security assessment report
at least annually and whenever a significant change occurs
annually"
"RA-3(1)","Supply Chain Risk Assessment","true","RA-3","High","L,M,H","<a id=""_Hlk137639410""></a> (a) Assess supply chain risks associated with [Assignment: organization-defined systems, system components, and system services]; and

        (b)   Update the supply chain risk assessment [Assignment: organization-defined frequency], when there are significant changes to the relevant supply chain, or when changes to the system, environments of operation, or other conditions may necessitate a change in supply chain.",""
"RA-5","Vulnerability Monitoring and Scanning","false","","High","L,M,H","a. Monitor and scan for vulnerabilities in the system and hosted applications [FedRAMP Assignment: monthly operating system/infrastructure; monthly web applications (including APIs) and databases] and when new vulnerabilities potentially affecting the system are identified and reported;

    b. Employ vulnerability monitoring tools and techniques that facilitate interoperability among tools and automate parts of the vulnerability management process by using standards for:

        1. Enumerating platforms, software flaws, and improper configurations;

        2. Formatting checklists and test procedures; and

        3. Measuring vulnerability impact;

    c. Analyze vulnerability scan reports and results from vulnerability monitoring;

    d. Remediate legitimate vulnerabilities [FedRAMP Assignment: high-risk vulnerabilities mitigated within thirty (30) days from date of discovery; moderate-risk vulnerabilities mitigated within ninety (90) days from date of discovery; low risk vulnerabilities mitigated within one hundred and eighty (180) days from date of discovery] in accordance with an organizational assessment of risk;

    e. Share information obtained from the vulnerability monitoring process and control assessments with [Assignment: organization-defined personnel or roles] to help eliminate similar vulnerabilities in other systems; and

    f. Employ vulnerability monitoring tools that include the capability to readily update the vulnerabilities to be scanned.

__ RA-5 Additional FedRAMP Requirements and Guidance:__

__ Guidance:__ See the FedRAMP Documents page > Vulnerability Scanning Requirements <https://www.FedRAMP.gov/documents/>

__ Guidance:__ Informational findings from a scanner are detailed as a returned result that holds no vulnerability risk or severity, and for FedRAMP, does not require an entry onto the POA&M or entry onto the RET during any assessment phase.

__ __Warning findings, on the other hand, are given a risk rating (low, moderate, high or critical) by the scanning solution and should be treated like any other finding with a risk or severity rating for tracking purposes onto either the POA&M or RET depending on when the findings originated (during assessments or during monthly continuous monitoring). If a warning is received during scanning, but further validation turns up no actual issue then this item should be categorized as a false positive. If this situation presents itself during an assessment phase (initial assessment, annual assessment or any SCR), follow guidance on how to report false positives in the Security Assessment Report (SAR). If this situation happens during monthly continuous monitoring, a deviation request will need to be submitted per the FedRAMP Vulnerability Deviation Request Form.

        Warnings are commonly associated with scanning solutions that also perform compliance scans, and if the scanner reports a “warning” as part of the compliance scanning of a CSO, follow guidance surrounding the tracking of compliance findings during either the assessment phases (initial assessment, annual assessment or any SCR) or monthly continuous monitoring as it applies. Guidance on compliance scan findings can be found by searching on “Tracking of Compliance Scans” in FAQs.

__ (a) Requirement:__ an accredited independent assessor scans operating systems/infrastructure, web applications, and databases once annually.

__ (d) Requirement:__ If a vulnerability is listed among the CISA Known Exploited Vulnerability (KEV) Catalog (<https://www.cisa.gov/known-exploited-vulnerabilities-catalog>) the KEV remediation date supersedes the FedRAMP parameter requirement.

__ (e) Requirement:__ to include all Authorizing Officials; for JAB authorizations to include FedRAMP.","monthly operating system/infrastructure; monthly web applications (including APIs) and databases
high-risk vulnerabilities mitigated within thirty (30) days from date of discovery; moderate-risk vulnerabilities mitigated within ninety (90) days from date of discovery; low risk vulnerabilities mitigated within one hundred and eighty (180) days from date of discovery"
"RA-5(2)","Update Vulnerabilities to Be Scanned","true","RA-5","High","L,M,H","Update the system vulnerabilities to be scanned [FedRAMP Assignment: within twenty-four (24) hours prior to running scans].","within twenty-four (24) hours prior to running scans"
"RA-5(3)","Breadth and Depth of Coverage","true","RA-5","High","M,H","Define the breadth and depth of vulnerability scanning coverage.",""
"RA-5(4)","Discoverable Information","true","RA-5","High","H","Determine information about the system that is discoverable and take [FedRAMP Assignment: notify appropriate service provider personnel and follow procedures for organization and service provider-defined corrective actions].","notify appropriate service provider personnel and follow procedures for organization and service provider-defined corrective actions"
"RA-5(5)","Privileged Access","true","RA-5","High","M,H","Implement privileged access authorization to [FedRAMP Assignment: all components that support authentication] for [FedRAMP Assignment: all scans].","all components that support authentication
all scans"
"RA-5(8)","Review Historic Audit Logs","true","RA-5","High","H","Review historic audit logs to determine if a vulnerability identified in a [Assignment: organization-defined system] has been previously exploited within an [Assignment: organization-defined time period].

__ RA-5(8) Additional FedRAMP Requirement:__

__ Requirement:__ This enhancement is required for all high (or critical) vulnerability scan findings.",""
"RA-5(11)","Public Disclosure Program","true","RA-5","High","L,M,H","Establish a public reporting channel for receiving reports of vulnerabilities in organizational systems and system components.",""
"RA-7","Risk Response","false","","High","L,M,H","Respond to findings from security and privacy assessments, monitoring, and audits in accordance with organizational risk tolerance.",""
"RA-9","Criticality Analysis","false","","High","M,H","Identify critical system components and functions by performing a criticality analysis for [Assignment: organization-defined systems, system components, or system services] at [Assignment: organization-defined decision points in the system development life cycle].",""
