"Status","Function ID","Function Name","Function Description","Category ID","Category Name","Category Description","Subcategory ID","Subcategory","Implementation Examples","Informative References"
"Active","GV","GOVERN","The organization's cybersecurity risk management strategy, expectations, and policy are established, communicated, and monitored","GV.SC","Cybersecurity Supply Chain Risk Management","Cyber supply chain risk management processes are identified, established, managed, monitored, and improved by organizational stakeholders","GV.SC-08","Relevant suppliers and other third parties are included in incident planning, response, and recovery activities","Ex1: Define and use rules and protocols for reporting incident response and recovery activities and the status between the organization and its suppliers
Ex2: Identify and document the roles and responsibilities of the organization and its suppliers for incident response
Ex3: Include critical suppliers in incident response exercises and simulations
Ex4: Define and coordinate crisis communication methods and protocols between the organization and its critical suppliers
Ex5: Conduct collaborative lessons learned sessions with critical suppliers","CCMv4.0: BCR-06
CCMv4.0: BCR-07
CCMv4.0: DSP-18
CCMv4.0: SEF-03
CCMv4.0: SEF-04
CCMv4.0: SEF-07
CCMv4.0: UEM-14
CIS Controls v8.0: 15.4
CIS Controls v8.1: 15.4
CRI Profile v2.0: GV.SC-08
CRI Profile v2.0: GV.SC-08.01
CSF v1.1: ID.SC-5
CoP: A4
ISO/IEC 27001:2022: Mandatory Clause: None
ISO/IEC 27001:2022: Annex A Controls: 5.26
NICE Framework: IO-WRL-005
NICE Framework: OG-WRL-002
NICE Framework: OG-WRL-009
NICE Framework: OG-WRL-012
NICE Framework: OG-WRL-015
NICE Framework: OG-WRL-016
NICE Framework: PD-WRL-003
OWASP Top 10 LLM Applications: LLM03-2025
PCI DSS: 12.10.5
PCI DSS: 12.10.1
PCI DSS: 12.8.5
PCI DSS: 12.8.1
PCI DSS: 1.2.4
PCI DSS: 1.2.3
PCI DSS: 12.10.2
PCI DSS: 12.10.6
PCI DSS: 12.8.2
PCI DSS: 12.9.1
SCF: BCD-01
SCF: BCD-01.2
SCF: IRO-01
SCF: IRO-02
SCF: IRO-02.5
SCF: TPM-01
SCF: TPM-02
SCF: TPM-10
SCF: TPM-11
SP 800-171 Rev 3: 03.06.01
SP 800-171 Rev 3: 03.06.02
SP 800-171 Rev 3: 03.06.05
SP 800-171 Rev 3: 03.15.01
SP 800-171 Rev 3: 03.16.03
SP 800-171 Rev 3: 03.17.01
SP 800-171 Rev 3: 03.17.03
SP 800-221A: GV.CT-3
SP 800-53 Rev 5.1.1: SA-04
SP 800-53 Rev 5.1.1: SA-09
SP 800-53 Rev 5.1.1: SR-02
SP 800-53 Rev 5.1.1: SR-03
SP 800-53 Rev 5.1.1: SR-08
SP 800-53 Rev 5.1.1: CP-01
SP 800-53 Rev 5.1.1: IR-01
SP 800-53 Rev 5.2.0: SA-04
SP 800-53 Rev 5.2.0: SA-09
SP 800-53 Rev 5.2.0: SR-02
SP 800-53 Rev 5.2.0: SR-03
SP 800-53 Rev 5.2.0: SR-08
SP 800-53 Rev 5.2.0: CP-01
SP 800-53 Rev 5.2.0: IR-01
SP-800-37 Rev 2: RMF Prepare Step (System Level): TASK P-9 System Stakeholders
SP-800-37 Rev 2: RMF Monitor Step: TASK M-1 System and Environment Changes
SP-800-37 Rev 2: RMF Monitor Step: TASK M-3 Ongoing Risk Response"
"Active","GV","GOVERN","The organization's cybersecurity risk management strategy, expectations, and policy are established, communicated, and monitored","GV.SC","Cybersecurity Supply Chain Risk Management","Cyber supply chain risk management processes are identified, established, managed, monitored, and improved by organizational stakeholders","GV.SC-09","Supply chain security practices are integrated into cybersecurity and enterprise risk management programs, and their performance is monitored throughout the technology product and service life cycle","Ex1: Policies and procedures require provenance records for all acquired technology products and services
Ex2: Periodically provide risk reporting to leaders about how acquired components are proven to be untampered and authentic
Ex3: Communicate regularly among cybersecurity risk managers and operations personnel about the need to acquire software patches, updates, and upgrades only from authenticated and trustworthy software providers
Ex4: Review policies to ensure that they require approved supplier personnel to perform maintenance on supplier products
Ex5: Policies and procedure require checking upgrades to critical hardware for unauthorized changes","CCMv4.0: STA-11
CCMv4.0: STA-12
CIS Controls v8.0: 15.6
CIS Controls v8.1: 15.6
CRI Profile v2.0: GV.SC-09
CRI Profile v2.0: GV.SC-09.01
CSF v1.1: ID.SC-1
CoP: A4
ISO/IEC 27001:2022: Mandatory Clause: 6.1.1
ISO/IEC 27001:2022: Mandatory Clause: 6.1.2
ISO/IEC 27001:2022: Annex A Controls: 5.19
ISO/IEC 27001:2022: Annex A Controls: 5.20
ISO/IEC 27001:2022: Annex A Controls: 5.21
ISO/IEC 27001:2022: Annex A Controls: 5.22
NICE Framework: DD-WRL-001
NICE Framework: OG-WRL-002
NICE Framework: OG-WRL-009
NICE Framework: OG-WRL-012
NICE Framework: OG-WRL-015
NICE Framework: OG-WRL-016
OWASP Top 10 LLM Applications: LLM03-2025
PCI DSS: 6.4.3
PCI DSS: 9.5.1.1
PCI DSS: 9.5.1.2
PCI DSS: 9.5.1.2.1
PCI DSS: 6.3.1
PCI DSS: 6.3.3
PCI DSS: 11.6.1
PCI DSS: 6.2.3
PCI DSS: 12.3.4
PCI DSS: 12.8.4
PCI DSS: 6.3.2
PCI DSS: 12.8.1
PCI DSS: 12.8.5
PCI DSS: 12.3.4
SCF: GOV-01
SCF: GOV-05
SCF: PRM-07
SCF: RSK-01
SCF: RSK-09
SCF: RSK-09.1
SCF: SEA-07.1
SCF: TDA-01.1
SP 800-171 Rev 3: 03.11.01
SP 800-171 Rev 3: 03.11.04
SP 800-171 Rev 3: 03.16.03
SP 800-171 Rev 3: 03.17.01
SP 800-171 Rev 3: 03.17.02
SP 800-171 Rev 3: 03.17.03
SP 800-221A: GV.PO-1
SP 800-53 Rev 5.1.1: PM-09
SP 800-53 Rev 5.1.1: PM-19
SP 800-53 Rev 5.1.1: PM-28
SP 800-53 Rev 5.1.1: PM-30
SP 800-53 Rev 5.1.1: PM-31
SP 800-53 Rev 5.1.1: RA-03
SP 800-53 Rev 5.1.1: RA-07
SP 800-53 Rev 5.1.1: SA-04
SP 800-53 Rev 5.1.1: SA-09
SP 800-53 Rev 5.1.1: SR-02
SP 800-53 Rev 5.1.1: SR-03
SP 800-53 Rev 5.1.1: SR-05
SP 800-53 Rev 5.1.1: SR-06
SP 800-53 Rev 5.2.0: PM-09
SP 800-53 Rev 5.2.0: PM-19
SP 800-53 Rev 5.2.0: PM-28
SP 800-53 Rev 5.2.0: PM-30
SP 800-53 Rev 5.2.0: PM-31
SP 800-53 Rev 5.2.0: RA-03
SP 800-53 Rev 5.2.0: RA-07
SP 800-53 Rev 5.2.0: SA-04
SP 800-53 Rev 5.2.0: SA-09
SP 800-53 Rev 5.2.0: SR-02
SP 800-53 Rev 5.2.0: SR-03
SP 800-53 Rev 5.2.0: SR-05
SP 800-53 Rev 5.2.0: SR-06
SP-800-37 Rev 2: RMF Prepare Step (Organization & Mission/Business Levels): TASK P-2 Risk Management Strategy
SP-800-37 Rev 2: RMF Prepare Step (Organization & Mission/Business Levels): TASK P-7 Continuous Monitoring Strategy—O"
"Active","GV","GOVERN","The organization's cybersecurity risk management strategy, expectations, and policy are established, communicated, and monitored","GV.SC","Cybersecurity Supply Chain Risk Management","Cyber supply chain risk management processes are identified, established, managed, monitored, and improved by organizational stakeholders","GV.SC-10","Cybersecurity supply chain risk management plans include provisions for activities that occur after the conclusion of a partnership or service agreement","Ex1: Establish processes for terminating critical relationships under both normal and adverse circumstances
Ex2: Define and implement plans for component end-of-life maintenance support and obsolescence
Ex3: Verify that supplier access to organization resources is deactivated promptly when it is no longer needed
Ex4: Verify that assets containing the organization's data are returned or properly disposed of in a timely, controlled, and safe manner
Ex5: Develop and execute a plan for terminating or transitioning supplier relationships that takes supply chain security risk and resiliency into account
Ex6: Mitigate risks to data and systems created by supplier termination
Ex7: Manage data leakage risks associated with supplier termination","CCMv4.0: DSP-02
CCMv4.0: DSP-16
CCMv4.0: HRS-05
CCMv4.0: IAM-07
CCMv4.0: IPY-04
CCMv4.0: SEF-04
CIS Controls v8.0: 15.7
CIS Controls v8.1: 15.7
CRI Profile v2.0: EX.TR
CRI Profile v2.0: EX.TR-01
CRI Profile v2.0: EX.TR-02
CRI Profile v2.0: EX.TR-01.01
CRI Profile v2.0: EX.TR-01.02
CRI Profile v2.0: EX.TR-01.03
CRI Profile v2.0: EX.TR-02.01
CSF v1.1: ID.SC-1
CoP: A4
ISO/IEC 27001:2022: Mandatory Clause: 6.1.1
ISO/IEC 27001:2022: Mandatory Clause: 6.1.2
ISO/IEC 27001:2022: Mandatory Clause: 6.1.3
ISO/IEC 27001:2022: Annex A Controls: 5.19
ISO/IEC 27001:2022: Annex A Controls: 5.20
ISO/IEC 27001:2022: Annex A Controls: 5.21
ISO/IEC 27001:2022: Annex A Controls: 5.22
NICE Framework: OG-WRL-002
NICE Framework: OG-WRL-009
NICE Framework: OG-WRL-012
NICE Framework: OG-WRL-015
NICE Framework: OG-WRL-016
OWASP Top 10 LLM Applications: LLM03-2025
PCI DSS: 12.8.2
PCI DSS: 12.8.5
PCI DSS: 12.8.3
PCI DSS: 8.2.5
PCI DSS: 9.3.1.1
PCI DSS: 12.3.4
PCI DSS: 6.4.3
PCI DSS: 12.10.1
PCI DSS: 12.5.2
PCI DSS: 1.2.4
PCI DSS: 1.2.3
PCI DSS: 3.2.1
PCI DSS: 9.4.7
PCI DSS: 9.4.6
SCF: RSK-09
SCF: TPM-01
SCF: TPM-05.2
SP 800-171 Rev 3: 03.11.01
SP 800-171 Rev 3: 03.11.02
SP 800-171 Rev 3: 03.11.04
SP 800-171 Rev 3: 03.14.08
SP 800-171 Rev 3: 03.16.03
SP 800-171 Rev 3: 03.17.01
SP 800-171 Rev 3: 03.17.02
SP 800-171 Rev 3: 03.17.03
SP 800-221A: GV.PO-1
SP 800-53 Rev 5.1.1: PM-31
SP 800-53 Rev 5.1.1: RA-03
SP 800-53 Rev 5.1.1: RA-05
SP 800-53 Rev 5.1.1: RA-07
SP 800-53 Rev 5.1.1: SA-04
SP 800-53 Rev 5.1.1: SA-09
SP 800-53 Rev 5.1.1: SR-02
SP 800-53 Rev 5.1.1: SR-03
SP 800-53 Rev 5.1.1: SR-05
SP 800-53 Rev 5.1.1: SR-06
SP 800-53 Rev 5.2.0: PM-31
SP 800-53 Rev 5.2.0: RA-03
SP 800-53 Rev 5.2.0: RA-05
SP 800-53 Rev 5.2.0: RA-07
SP 800-53 Rev 5.2.0: SA-04
SP 800-53 Rev 5.2.0: SA-09
SP 800-53 Rev 5.2.0: SR-02
SP 800-53 Rev 5.2.0: SR-03
SP 800-53 Rev 5.2.0: SR-05
SP 800-53 Rev 5.2.0: SR-06
SP-800-37 Rev 2: RMF Prepare Step (System Level): TASK P-15 Requirements Definition
SP-800-37 Rev 2: RMF Monitor Step: TASK M-7 System Disposal"
"Active","ID","IDENTIFY","The organization's current cybersecurity risks are understood","ID.AM","Asset Management","Assets (e.g., data, hardware, software, systems, facilities, services, people) that enable the organization to achieve business purposes are identified and managed consistent with their relative importance to organizational objectives and the organization's risk strategy","ID.AM-01","Inventories of hardware managed by the organization are maintained","Ex1: Maintain inventories for all types of hardware, including IT, IoT, OT, and mobile devices
Ex2: Constantly monitor networks to detect new hardware and automatically update inventories","CCMv4.0: CCC-04
CCMv4.0: DCS-06
CCMv4.0: DSP-19
CCMv4.0: UEM-04
CIS Controls v8.0: 1.1
CIS Controls v8.1: 1.1
CRI Profile v2.0: ID.AM-01
CRI Profile v2.0: ID.AM-01.01
CSF v1.1: ID.AM-1
ISO/IEC 27001:2022: Mandatory Clause: None
ISO/IEC 27001:2022: Annex A Controls: 5.9
NICE Framework: DD-WRL-002
NICE Framework: DD-WRL-009
NICE Framework: IO-WRL-002
NICE Framework: IO-WRL-003
NICE Framework: IO-WRL-004
NICE Framework: IO-WRL-005
NICE Framework: OG-WRL-015
PCI DSS: 12.5.1
PCI DSS: 9.5.1.1
PCI DSS: 1.2.3
PCI DSS: 9.5.1.2
SCF: AST-02
SP 800-221A: MA.RI-1
SP 800-53 Rev 5.1.1: CM-08
SP 800-53 Rev 5.1.1: PM-05
SP 800-53 Rev 5.2.0: CM-08
SP 800-53 Rev 5.2.0: PM-05
SP-800-37 Rev 2: RMF Prepare Step (System Level): TASK P-10 Asset Identification"
"Active","ID","IDENTIFY","The organization's current cybersecurity risks are understood","ID.AM","Asset Management","Assets (e.g., data, hardware, software, systems, facilities, services, people) that enable the organization to achieve business purposes are identified and managed consistent with their relative importance to organizational objectives and the organization's risk strategy","ID.AM-02","Inventories of software, services, and systems managed by the organization are maintained","Ex1: Maintain inventories for all types of software and services, including commercial-off-the-shelf, open-source, custom applications, API services, and cloud-based applications and services
Ex2: Constantly monitor all platforms, including containers and virtual machines, for software and service inventory changes
Ex3: Maintain an inventory of the organization's systems","BXAIOS: Chapter 5 - Blueprint the Ecosystem
CCMv4.0: CCC-04
CCMv4.0: DCS-06
CCMv4.0: DSP-19
CCMv4.0: UEM-02
CCMv4.0: UEM-04
CIS Controls v8.0: 2.1
CIS Controls v8.1: 2.1
CRI Profile v2.0: ID.AM-02
CRI Profile v2.0: ID.AM-02.01
CSF v1.1: ID.AM-2
ISO/IEC 27001:2022: Mandatory Clause: None
ISO/IEC 27001:2022: Annex A Controls: 5.9
NICE Framework: DD-WRL-002
NICE Framework: DD-WRL-005
NICE Framework: DD-WRL-009
NICE Framework: IO-WRL-002
NICE Framework: IO-WRL-003
NICE Framework: IO-WRL-004
NICE Framework: IO-WRL-005
NICE Framework: OG-WRL-015
OWASP Top 10 LLM Applications: LLM03-2025
OWASP Top 10 LLM Applications: LLM10-2025
PCI DSS: 6.3.2
PCI DSS: 12.5.1
PCI DSS: 12.8.1
PCI DSS: 6.4.3
SCF: AST-02
SP 800-171 Rev 3: 03.04.10
SP 800-171 Rev 3: 03.16.03
SP 800-221A: MA.RI-1
SP 800-53 Rev 5.1.1: AC-20
SP 800-53 Rev 5.1.1: CM-08
SP 800-53 Rev 5.1.1: PM-05
SP 800-53 Rev 5.1.1: SA-05
SP 800-53 Rev 5.1.1: SA-09
SP 800-53 Rev 5.2.0: AC-20
SP 800-53 Rev 5.2.0: CM-08
SP 800-53 Rev 5.2.0: PM-05
SP 800-53 Rev 5.2.0: SA-05
SP 800-53 Rev 5.2.0: SA-09
SP-800-37 Rev 2: RMF Prepare Step (System Level): TASK P-10 Asset Identification"
"Active","ID","IDENTIFY","The organization's current cybersecurity risks are understood","ID.AM","Asset Management","Assets (e.g., data, hardware, software, systems, facilities, services, people) that enable the organization to achieve business purposes are identified and managed consistent with their relative importance to organizational objectives and the organization's risk strategy","ID.AM-03","Representations of the organization's authorized network communication and internal and external network data flows are maintained","Ex1: Maintain baselines of communication and data flows within the organization's wired and wireless networks
Ex2: Maintain baselines of communication and data flows between the organization and third parties
Ex3: Maintain baselines of communication and data flows for the organization's infrastructure-as-a-service (IaaS) usage
Ex4: Maintain documentation of expected network ports, protocols, and services that are typically used among authorized systems","CCMv4.0: DSP-05
CCMv4.0: DSP-10
CCMv4.0: IPY-01
CCMv4.0: IVS-03
CCMv4.0: IVS-09
CCMv4.0: LOG-05
CIS Controls v8.0: 3.8
CIS Controls v8.1: 3.8
CRI Profile v2.0: ID.AM-03
CRI Profile v2.0: ID.AM-03.01
CSF v1.1: ID.AM-3
CSF v1.1: DE.AE-1
ISO/IEC 27001:2022: Mandatory Clause: None
ISO/IEC 27001:2022: Annex A Controls: 5.14
ISO/IEC 27001:2022: Annex A Controls: 8.20
ISO/IEC 27001:2022: Annex A Controls: 8.21
ISO/IEC 27001:2022: Annex A Controls: 8.22
NICE Framework: DD-WRL-002
NICE Framework: DD-WRL-009
NICE Framework: IO-WRL-002
NICE Framework: IO-WRL-003
NICE Framework: IO-WRL-004
NICE Framework: IO-WRL-005
NICE Framework: OG-WRL-015
OWASP Top 10 LLM Applications: LLM01-2025
OWASP Top 10 LLM Applications: LLM02-2025
OWASP Top 10 LLM Applications: LLM05-2025
PCI DSS: 1.2.3
PCI DSS: 1.2.4
PCI DSS: 12.5.2
SCF: AST-04
SCF: DCH-19
SP 800-171 Rev 3: 03.12.05
SP 800-171 Rev 3: 03.15.02
SP 800-53 Rev 5.1.1: AC-04
SP 800-53 Rev 5.1.1: CA-03
SP 800-53 Rev 5.1.1: CA-09
SP 800-53 Rev 5.1.1: PL-02
SP 800-53 Rev 5.1.1: PL-08
SP 800-53 Rev 5.1.1: PM-07
SP 800-53 Rev 5.2.0: AC-04
SP 800-53 Rev 5.2.0: CA-03
SP 800-53 Rev 5.2.0: CA-09
SP 800-53 Rev 5.2.0: PL-02
SP 800-53 Rev 5.2.0: PL-08
SP 800-53 Rev 5.2.0: PM-07
SP-800-37 Rev 2: RMF Prepare Step (System Level): TASK P-11 Authorization Boundary
SP-800-37 Rev 2: RMF Prepare Step (System Level): TASK P-13 Information Life Cycle
SP-800-37 Rev 2: RMF Prepare Step (System Level): TASK P-16 Enterprise Architecture"
"Active","ID","IDENTIFY","The organization's current cybersecurity risks are understood","ID.AM","Asset Management","Assets (e.g., data, hardware, software, systems, facilities, services, people) that enable the organization to achieve business purposes are identified and managed consistent with their relative importance to organizational objectives and the organization's risk strategy","ID.AM-04","Inventories of services provided by suppliers are maintained","Ex1: Inventory all external services used by the organization, including third-party infrastructure-as-a-service (IaaS), platform-as-a-service (PaaS), and software-as-a-service (SaaS) offerings; APIs; and other externally hosted application services
Ex2: Update the inventory when a new external service is going to be utilized to ensure adequate cybersecurity risk management monitoring of the organization's use of that service","CCMv4.0: CCC-04
CCMv4.0: DCS-06
CCMv4.0: STA-07
CCMv4.0: UEM-02
CCMv4.0: UEM-04
CIS Controls v8.0: 15.1
CIS Controls v8.1: 15.1
CRI Profile v2.0: ID.AM-04
CRI Profile v2.0: ID.AM-04.01
CSF v1.1: ID.AM-4
ISO/IEC 27001:2022: Mandatory Clause: None
ISO/IEC 27001:2022: Annex A Controls: 5.22
NICE Framework: DD-WRL-002
NICE Framework: IO-WRL-002
NICE Framework: IO-WRL-003
NICE Framework: IO-WRL-004
NICE Framework: IO-WRL-005
NICE Framework: OG-WRL-011
NICE Framework: OG-WRL-015
OWASP Top 10 LLM Applications: LLM03-2025
PCI DSS: 12.8.1
PCI DSS: 12.8.5
PCI DSS: 12.8.3
PCI DSS: 12.8.4
SP 800-171 Rev 3: 03.16.03
SP 800-171 Rev 3: 03.17.01
SP 800-53 Rev 5.1.1: AC-20
SP 800-53 Rev 5.1.1: SA-09
SP 800-53 Rev 5.1.1: SR-02
SP 800-53 Rev 5.2.0: AC-20
SP 800-53 Rev 5.2.0: SA-09
SP 800-53 Rev 5.2.0: SR-02
SP-800-37 Rev 2: RMF Prepare Step (System Level): TASK P-10 Asset Identification"
"Active","ID","IDENTIFY","The organization's current cybersecurity risks are understood","ID.AM","Asset Management","Assets (e.g., data, hardware, software, systems, facilities, services, people) that enable the organization to achieve business purposes are identified and managed consistent with their relative importance to organizational objectives and the organization's risk strategy","ID.AM-05","Assets are prioritized based on classification, criticality, resources, and impact on the mission","Ex1: Define criteria for prioritizing each class of assets
Ex2: Apply the prioritization criteria to assets
Ex3: Track the asset priorities and update them periodically or when significant changes to the organization occur","CCMv4.0: CEK-04
CCMv4.0: DCS-05
CCMv4.0: DSP-04
CIS Controls v8.0: 3.7
CIS Controls v8.1: 3.7
CRI Profile v2.0: ID.AM-05
CRI Profile v2.0: ID.AM-05.01
CRI Profile v2.0: ID.AM-05.02
CSF v1.1: ID.AM-5
CoP: A1
ISO/IEC 27001:2022: Mandatory Clause: None
ISO/IEC 27001:2022: Annex A Controls: 5.9
ISO/IEC 27001:2022: Annex A Controls: 5.12
ISO/IEC 27001:2022: Annex A Controls: 5.13
NICE Framework: DD-WRL-001
NICE Framework: DD-WRL-002
NICE Framework: IO-WRL-002
NICE Framework: IO-WRL-003
NICE Framework: IO-WRL-004
NICE Framework: IO-WRL-005
NICE Framework: OG-WRL-011
NICE Framework: OG-WRL-015
OWASP Top 10 LLM Applications: LLM02-2025
OWASP Top 10 LLM Applications: LLM04-2025
PCI DSS: 12.3.1
PCI DSS: 6.3.1
PCI DSS: 9.5.1.2.1
PCI DSS: 10.4.2.1
PCI DSS: 11.6.1
SCF: AST-04.1
SCF: BCD-02
SCF: TPM-02
SP 800-221A: MA.RI-1
SP 800-53 Rev 5.1.1: RA-03
SP 800-53 Rev 5.1.1: RA-09
SP 800-53 Rev 5.1.1: RA-02
SP 800-53 Rev 5.2.0: RA-03
SP 800-53 Rev 5.2.0: RA-09
SP 800-53 Rev 5.2.0: RA-02
SP-800-37 Rev 2: RMF Prepare Step (Organization & Mission/Business Levels): TASK P-3 Risk Assessment—Organization
SP-800-37 Rev 2: RMF Prepare Step (Organization & Mission/Business Levels): TASK P-6 Impact-Level Prioritization (Opt
SP-800-37 Rev 2: RMF Prepare Step (System Level): TASK P-8 Mission or Business Focus
SP-800-37 Rev 2: RMF Prepare Step (System Level): TASK P-10 Asset Identification
SP-800-37 Rev 2: RMF Prepare Step (System Level): TASK P-14 Risk Assessment—System"
"Withdrawn","ID","IDENTIFY","The organization's current cybersecurity risks are understood","ID.AM","Asset Management","Assets (e.g., data, hardware, software, systems, facilities, services, people) that enable the organization to achieve business purposes are identified and managed consistent with their relative importance to organizational objectives and the organization's risk strategy","ID.AM-06","[Withdrawn: Incorporated into GV.RR-02, GV.SC-02]","",""
"Active","ID","IDENTIFY","The organization's current cybersecurity risks are understood","ID.AM","Asset Management","Assets (e.g., data, hardware, software, systems, facilities, services, people) that enable the organization to achieve business purposes are identified and managed consistent with their relative importance to organizational objectives and the organization's risk strategy","ID.AM-07","Inventories of data and corresponding metadata for designated data types are maintained","Ex1: Maintain a list of the designated data types of interest (e.g., personally identifiable information, protected health information, financial account numbers, organization intellectual property, operational technology data)
Ex2: Continuously discover and analyze ad hoc data to identify new instances of designated data types
Ex3: Assign data classifications to designated data types through tags or labels
Ex4: Track the provenance, data owner, and geolocation of each instance of designated data types","CCMv4.0: DSP-01
CCMv4.0: DSP-03
CCMv4.0: DSP-04
CCMv4.0: DSP-06
CCMv4.0: DSP-10
CCMv4.0: DSP-19
CCMv4.0: UEM-02
CIS Controls v8.0: 3.2
CIS Controls v8.1: 3.2
CRI Profile v2.0: ID.AM-07
CRI Profile v2.0: ID.AM-07.01
ISO/IEC 27001:2022: Mandatory Clause: None
ISO/IEC 27001:2022: Annex A Controls: 5.9
NICE Framework: DD-WRL-002
NICE Framework: IO-WRL-001
NICE Framework: IO-WRL-002
NICE Framework: IO-WRL-003
NICE Framework: IO-WRL-005
NICE Framework: OG-WRL-015
OWASP Top 10 LLM Applications: LLM02-2025
OWASP Top 10 LLM Applications: LLM04-2025
OWASP Top 10 LLM Applications: LLM08-2025
PCI DSS: 12.5.2
PCI DSS: 3.2.1
PCI DSS: 3.4.1
PCI DSS: 3.4.2
PCI DSS: 12.10.7
SCF: DCH-06
SCF: PRI-05
SCF: PRI-05.5
SP 800-171 Rev 3: 03.14.08
SP 800-221A: MA.RI-1
SP 800-53 Rev 5.1.1: CM-12
SP 800-53 Rev 5.1.1: CM-13
SP 800-53 Rev 5.1.1: SI-12
SP 800-53 Rev 5.2.0: CM-12
SP 800-53 Rev 5.2.0: CM-13
SP 800-53 Rev 5.2.0: SI-12
SP-800-37 Rev 2: RMF Prepare Step (System Level): TASK P-12 Information Types
SP-800-37 Rev 2: RMF Prepare Step (System Level): TASK P-13 Information Life Cycle"
