"control_id","control_name","is_enhancement","parent_control_id","baseline","baseline_levels","control_text","fedramp_assignments"
"CP-9","System Backup","false","","Low","L,M,H","a. Conduct backups of user-level information contained in [Assignment: organization-defined system components] [FedRAMP Assignment: daily incremental; weekly full];

    b. Conduct backups of system-level information contained in the system [FedRAMP Assignment: daily incremental; weekly full];

    c. Conduct backups of system documentation, including security- and privacy-related documentation [FedRAMP Assignment: daily incremental; weekly full]; and

    d. Protect the confidentiality, integrity, and availability of backup information.

__ CP-9 Additional FedRAMP Requirements and Guidance:__

__ Requirement:__ The service provider shall determine what elements of the cloud environment require the Information System Backup control. The service provider shall determine how Information System Backup is going to be verified and appropriate periodicity of the check.

__ (a) Requirement:__ The service provider maintains at least three backup copies of user-level information (at least one of which is available online) or provides an equivalent alternative.

__ (b) Requirement:__ The service provider maintains at least three backup copies of system-level information (at least one of which is available online) or provides an equivalent alternative.

__ (c) Requirement:__ The service provider maintains at least three backup copies of information system documentation including security information (at least one of which is available online) or provides an equivalent alternative.","daily incremental; weekly full
daily incremental; weekly full
daily incremental; weekly full"
"CP-10","System Recovery and Reconstitution","false","","Low","L,M,H","Provide for the recovery and reconstitution of the system to a known state within [Assignment: organization-defined time period consistent with recovery time and recovery point objectives] after a disruption, compromise, or failure.",""
"IA-1","Policy and Procedures","false","","Low","L,M,H","a. Develop, document, and disseminate to [Assignment: organization-defined personnel or roles]:

        1. [Selection (one-or-more): organization-level; mission/business process-level; system-level] identification and authentication policy that:

            (a)   Addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance; and

            (b)   Is consistent with applicable laws, executive orders, directives, regulations, policies, standards, and guidelines; and

        2. Procedures to facilitate the implementation of the identification and authentication policy and the associated identification and authentication controls;

    b. Designate an [Assignment: organization-defined official] to manage the development, documentation, and dissemination of the identification and authentication policy and procedures; and

    c. Review and update the current identification and authentication:

        1. Policy [FedRAMP Assignment: at least every 3 years] and following [Assignment: organization-defined events]; and

        2. Procedures [FedRAMP Assignment: at least annually] and following [FedRAMP Assignment: significant changes].","at least every 3 years
at least annually
significant changes"
"IA-2","Identification and Authentication (Organizational Users)","false","","Low","L,M,H","Uniquely identify and authenticate organizational users and associate that unique identification with processes acting on behalf of those users.

__ IA-2 Additional FedRAMP Requirements and Guidance:__

__ Guidance:__ “Phishing-resistant” authentication refers to authentication processes designed to detect and prevent disclosure of authentication secrets and outputs to a website or application masquerading as a legitimate system.

__ Requirement:__ All uses of encrypted virtual private networks must meet all applicable Federal requirements and architecture, dataflow, and security and privacy controls must be documented, assessed, and authorized to operate.

__ Requirement:__ For all control enhancements that specify multifactor authentication, the implementation must adhere to the Digital Identity Guidelines specified in NIST Special Publication 800-63B.

__ Requirement:__ Multi-factor authentication must be phishing-resistant.",""
"IA-2(1)","Multi-factor Authentication to Privileged Accounts","true","IA-2","Low","L,M,H","Implement multi-factor authentication for access to privileged accounts.

__ IA-2 (1) Additional FedRAMP Requirements and Guidance:__

__ Guidance:__ Multi-factor authentication to subsequent components in the same user domain is not required.

__ Requirement:__ According to SP 800-63-3, SP 800-63A (IAL), SP 800-63B (AAL), and SP 800-63C (FAL).

__ Requirement:__ Multi-factor authentication must be phishing-resistant.",""
"IA-2(2)","Multi-factor Authentication to Non-privileged Accounts","true","IA-2","Low","L,M,H","Implement multi-factor authentication for access to non-privileged accounts.

__ IA-2 (2) Additional FedRAMP Requirements and Guidance:__

__ Guidance:__ Multi-factor authentication to subsequent components in the same user domain is not required.

__ Requirement:__ According to SP 800-63-3, SP 800-63A (IAL), SP 800-63B (AAL), and SP 800-63C (FAL).

__ Requirement:__ Multi-factor authentication must be phishing-resistant.",""
"IA-2(8)","Access to Accounts — Replay Resistant","true","IA-2","Low","L,M,H","Implement replay-resistant authentication mechanisms for access to [Selection (one-or-more): privileged accounts; non-privileged accounts].",""
"IA-2(12)","Acceptance of PIV Credentials","true","IA-2","Low","L,M,H","Accept and electronically verify Personal Identity Verification-compliant credentials.

__ IA-2 (12) Additional FedRAMP Requirements and Guidance:__

__ Guidance:__ Include Common Access Card (CAC), i.e., the DoD technical implementation of PIV/FIPS 201/HSPD-12.",""
"IA-4","Identifier Management","false","","Low","L,M,H","Manage system identifiers by:

    a. Receiving authorization from [FedRAMP Assignment: at a minimum, the ISSO (or similar role within the organization)] to assign an individual, group, role, service, or device identifier;

    b. Selecting an identifier that identifies an individual, group, role, service, or device;

    c. Assigning the identifier to the intended individual, group, role, service, or device; and

    d. Preventing reuse of identifiers for [FedRAMP Assignment: at least two (2) years].","at a minimum, the ISSO (or similar role within the organization)
at least two (2) years"
"IA-5","Authenticator Management","false","","Low","L,M,H","Manage system authenticators by:

    a. Verifying, as part of the initial authenticator distribution, the identity of the individual, group, role, service, or device receiving the authenticator;

    b. Establishing initial authenticator content for any authenticators issued by the organization;

    c. Ensuring that authenticators have sufficient strength of mechanism for their intended use;

    d. Establishing and implementing administrative procedures for initial authenticator distribution, for lost or compromised or damaged authenticators, and for revoking authenticators;

    e. Changing default authenticators prior to first use;

    f. Changing or refreshing authenticators [Assignment: organization-defined time period by authenticator type] or when [Assignment: organization-defined events] occur;

    g. Protecting authenticator content from unauthorized disclosure and modification;

    h. Requiring individuals to take, and having devices implement, specific controls to protect authenticators; and

    i. Changing authenticators for group or role accounts when membership to those accounts changes.

__ IA-5 Additional FedRAMP Requirements and Guidance:__

__ Guidance:__ SP 800-63C Section 6.2.3 Encrypted Assertion requires that authentication assertions be encrypted when passed through third parties, such as a browser. For example, a SAML assertion can be encrypted using XML-Encryption, or an OpenID Connect ID Token can be encrypted using JSON Web Encryption (JWE).

__ Requirement:__ Authenticators must be compliant with NIST SP 800-63-3 Digital Identity Guidelines IAL, AAL, FAL level 1. Link <https://pages.nist.gov/800-63-3>",""
"IA-5(1)","Password-based Authentication","true","IA-5","Low","L,M,H","For password-based authentication:

        (a)   Maintain a list of commonly used, expected, or compromised passwords and update the list [Assignment: organization-defined frequency] and when organizational passwords are suspected to have been compromised directly or indirectly;

        (b)   Verify, when users create or update passwords, that the passwords are not found on the list of commonly used, expected, or compromised passwords in IA-5(1)(a);

        (c)   Transmit passwords only over cryptographically protected channels;

        (d)   Store passwords using an approved salted key derivation function, preferably using a keyed hash;

        (e)   Require immediate selection of a new password upon account recovery;

        (f)   Allow user selection of long passwords and passphrases, including spaces and all printable characters;

        (g)   Employ automated tools to assist the user in selecting strong password authenticators; and

        (h)   Enforce the following composition and complexity rules: [Assignment: organization-defined composition and complexity rules].

__ IA-5 (1) Additional FedRAMP Requirements and Guidance:__

__ Guidance:__ Note that (c) and (d) require the use of cryptography which must be compliant with Federal requirements and utilize FIPS validated or NSA approved cryptography (see SC-13).

__ Requirement:__ Password policies must be compliant with NIST SP 800-63B for all memorized, lookup, out-of-band, or One-Time-Passwords (OTP). Password policies shall not enforce special character or minimum password rotation requirements for memorized secrets of users.

__ (h) Requirement:__ For cases where technology doesn’t allow multi-factor authentication, these rules should be enforced: must have a minimum length of 14 characters and must support all printable ASCII characters.

__ __For emergency use accounts, these rules should be enforced: must have a minimum length of 14 characters, must support all printable ASCII characters, and passwords must be changed if used.",""
"IA-6","Authentication Feedback","false","","Low","L,M,H","Obscure feedback of authentication information during the authentication process to protect the information from possible exploitation and use by unauthorized individuals.",""
"IA-7","Cryptographic Module Authentication","false","","Low","L,M,H","Implement mechanisms for authentication to a cryptographic module that meet the requirements of applicable laws, executive orders, directives, policies, regulations, standards, and guidelines for such authentication.",""
"IA-8","Identification and Authentication (Non-organizational Users)","false","","Low","L,M,H","Uniquely identify and authenticate non-organizational users or processes acting on behalf of non-organizational users.",""
"IA-8(1)","Acceptance of PIV Credentials from Other Agencies","true","IA-8","Low","L,M,H","Accept and electronically verify Personal Identity Verification-compliant credentials from other federal agencies.",""
"IA-8(2)","Acceptance of External Authenticators","true","IA-8","Low","L,M,H","(a)   Accept only external authenticators that are NIST-compliant; and

        (b)   Document and maintain a list of accepted external authenticators.",""
"IA-8(4)","Use of Defined Profiles","true","IA-8","Low","L,M,H","Conform to the following profiles for identity management [Assignment: organization-defined identity management profiles].",""
"IA-11","Re-authentication","false","","Low","L,M,H","Require users to re-authenticate when [Assignment: organization-defined circumstances or situations requiring re-authentication].

__ IA-11 Additional FedRAMP Requirements and Guidance:__

__ Guidance:__ The fixed time period cannot exceed the limits set in SP 800-63. At this time, they are:

- AAL1 (low baseline)
  - 30 days of extended session
  - No limit on inactivity.",""
"IR-1","Policy and Procedures","false","","Low","L,M,H","a. Develop, document, and disseminate to [Assignment: organization-defined personnel or roles]:

        1. [Selection (one-or-more): organization-level; mission/business process-level; system-level] incident response policy that:

            (a)   Addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance; and

            (b)   Is consistent with applicable laws, executive orders, directives, regulations, policies, standards, and guidelines; and

        2. Procedures to facilitate the implementation of the incident response policy and the associated incident response controls;

    b. Designate an [Assignment: organization-defined official] to manage the development, documentation, and dissemination of the incident response policy and procedures; and

    c. Review and update the current incident response:

        1. Policy [FedRAMP Assignment: at least every 3 years] and following [Assignment: organization-defined events]; and

        2. Procedures [FedRAMP Assignment: at least annually] and following [FedRAMP Assignment: significant changes].","at least every 3 years
at least annually
significant changes"
"IR-2","Incident Response Training","false","","Low","L,M,H","a. Provide incident response training to system users consistent with assigned roles and responsibilities:

        1. Within [FedRAMP Assignment: ten (10) days for privileged users, thirty (30) days for Incident Response roles] of assuming an incident response role or responsibility or acquiring system access;

        2. When required by system changes; and

        3. [FedRAMP Assignment: at least annually] thereafter; and

    b. Review and update incident response training content [FedRAMP Assignment: at least annually] and following [Assignment: organization-defined events].","ten (10) days for privileged users, thirty (30) days for Incident Response roles
at least annually
at least annually"
"IR-4","Incident Handling","false","","Low","L,M,H","a. Implement an incident handling capability for incidents that is consistent with the incident response plan and includes preparation, detection and analysis, containment, eradication, and recovery;

    b. Coordinate incident handling activities with contingency planning activities;

    c. Incorporate lessons learned from ongoing incident handling activities into incident response procedures, training, and testing, and implement the resulting changes accordingly; and

    d. Ensure the rigor, intensity, scope, and results of incident handling activities are comparable and predictable across the organization.

__ IR-4 Additional FedRAMP Requirements and Guidance:__

__ Requirement:__ The FISMA definition of “incident” shall be used: “An occurrence that actually or imminently jeopardizes, without lawful authority, the confidentiality, integrity, or availability of information or an information system; or constitutes a violation or imminent threat of violation of law, security policies, security procedures, or acceptable use policies.”

__ Requirement:__ The service provider ensures that individuals conducting incident handling meet personnel security requirements commensurate with the criticality/sensitivity of the information being processed, stored, and transmitted by the information system.",""
"IR-5","Incident Monitoring","false","","Low","L,M,H","Track and document incidents.",""
"IR-6","Incident Reporting","false","","Low","L,M,H","a. Require personnel to report suspected incidents to the organizational incident response capability within [FedRAMP Assignment: US-CERT incident reporting timelines as specified in NIST Special Publication 800-61 (as amended)]; and

    b. Report incident information to [Assignment: organization-defined authorities].

__ IR-6 Additional FedRAMP Requirements and Guidance:__

__ Requirement:__ Reports security incident information according to FedRAMP Incident Communications Procedure.","US-CERT incident reporting timelines as specified in NIST Special Publication 800-61 (as amended)"
"IR-7","Incident Response Assistance","false","","Low","L,M,H","Provide an incident response support resource, integral to the organizational incident response capability, that offers advice and assistance to users of the system for the handling and reporting of incidents.",""
"IR-8","Incident Response Plan","false","","Low","L,M,H","a. Develop an incident response plan that:

        1. Provides the organization with a roadmap for implementing its incident response capability;

        2. Describes the structure and organization of the incident response capability;

        3. Provides a high-level approach for how the incident response capability fits into the overall organization;

        4. Meets the unique requirements of the organization, which relate to mission, size, structure, and functions;

        5. Defines reportable incidents;

        6. Provides metrics for measuring the incident response capability within the organization;

        7. Defines the resources and management support needed to effectively maintain and mature an incident response capability;

        8. Addresses the sharing of incident information;

        9. Is reviewed and approved by [Assignment: organization-defined personnel or roles] [FedRAMP Assignment: at least annually]; and

        10.    Explicitly designates responsibility for incident response to [Assignment: organization-defined entities, personnel, or roles].

    b. Distribute copies of the incident response plan to [FedRAMP Assignment: see additional FedRAMP Requirements and Guidance];

    c. Update the incident response plan to address system and organizational changes or problems encountered during plan implementation, execution, or testing;

    d. Communicate incident response plan changes to [FedRAMP Assignment: see additional FedRAMP Requirements and Guidance]; and

    e. Protect the incident response plan from unauthorized disclosure and modification.

__ IR-8 Additional FedRAMP Requirements and Guidance:__

__ (b) Requirement:__ The service provider defines a list of incident response personnel (identified by name and/or by role) and organizational elements. The incident response list includes designated FedRAMP personnel.

__ (d) Requirement:__ The service provider defines a list of incident response personnel (identified by name and/or by role) and organizational elements. The incident response list includes designated FedRAMP personnel.","at least annually
see additional FedRAMP Requirements and Guidance
see additional FedRAMP Requirements and Guidance"
"MA-1","Policy and Procedures","false","","Low","L,M,H","a. Develop, document, and disseminate to [Assignment: organization-defined personnel or roles]:

        1. [Selection (one-or-more): organization-level; mission/business process-level; system-level] maintenance policy that:

            (a)   Addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance; and

            (b)   Is consistent with applicable laws, executive orders, directives, regulations, policies, standards, and guidelines; and

        2. Procedures to facilitate the implementation of the maintenance policy and the associated maintenance controls;

    b. Designate an [Assignment: organization-defined official] to manage the development, documentation, and dissemination of the maintenance policy and procedures; and

    c. Review and update the current maintenance:

        1. Policy [FedRAMP Assignment: at least every 3 years] and following [Assignment: organization-defined events]; and

        2. Procedures [FedRAMP Assignment: at least annually] and following [FedRAMP Assignment: significant changes].","at least every 3 years
at least annually
significant changes"
"MA-2","Controlled Maintenance","false","","Low","L,M,H","a. Schedule, document, and review records of maintenance, repair, and replacement on system components in accordance with manufacturer or vendor specifications and/or organizational requirements;

    b. Approve and monitor all maintenance activities, whether performed on site or remotely and whether the system or system components are serviced on site or removed to another location;

    c. Require that [Assignment: organization-defined personnel or roles] explicitly approve the removal of the system or system components from organizational facilities for off-site maintenance, repair, or replacement;

    d. Sanitize equipment to remove the following information from associated media prior to removal from organizational facilities for off-site maintenance, repair, or replacement: [Assignment: organization-defined information];

    e. Check all potentially impacted controls to verify that the controls are still functioning properly following maintenance, repair, or replacement actions; and

    f. Include the following information in organizational maintenance records: [Assignment: organization-defined information].",""
"MA-4","Nonlocal Maintenance","false","","Low","L,M,H","a. Approve and monitor nonlocal maintenance and diagnostic activities;

    b. Allow the use of nonlocal maintenance and diagnostic tools only as consistent with organizational policy and documented in the security plan for the system;

    c. Employ strong authentication in the establishment of nonlocal maintenance and diagnostic sessions;

    d. Maintain records for nonlocal maintenance and diagnostic activities; and

    e. Terminate session and network connections when nonlocal maintenance is completed.",""
"MA-5","Maintenance Personnel","false","","Low","L,M,H","a. Establish a process for maintenance personnel authorization and maintain a list of authorized maintenance organizations or personnel;

    b. Verify that non-escorted personnel performing maintenance on the system possess the required access authorizations; and

    c. Designate organizational personnel with required access authorizations and technical competence to supervise the maintenance activities of personnel who do not possess the required access authorizations.",""
"MP-1","Policy and Procedures","false","","Low","L,M,H","a. Develop, document, and disseminate to [Assignment: organization-defined personnel or roles]:

        1. [Selection (one-or-more): organization-level; mission/business process-level; system-level] media protection policy that:

            (a)   Addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance; and

            (b)   Is consistent with applicable laws, executive orders, directives, regulations, policies, standards, and guidelines; and

        2. Procedures to facilitate the implementation of the media protection policy and the associated media protection controls;

    b. Designate an [Assignment: organization-defined official] to manage the development, documentation, and dissemination of the media protection policy and procedures; and

    c. Review and update the current media protection:

        1. Policy [FedRAMP Assignment: at least every 3 years] and following [Assignment: organization-defined events]; and

        2. Procedures [FedRAMP Assignment: at least annually] and following [FedRAMP Assignment: significant changes].","at least every 3 years
at least annually
significant changes"
"MP-2","Media Access","false","","Low","L,M,H","Restrict access to [Assignment: organization-defined types of digital and/or non-digital media] to [Assignment: organization-defined personnel or roles].

MP-2 Control Summary Information

Responsible Role:

Parameter MP-2-1:

Parameter MP-2-2:

Implementation Status (check all that apply):

Implemented

Partially Implemented

Planned

Alternative implementation

Not Applicable

Control Origination (check all that apply):

Service Provider Corporate

Service Provider System Specific

Service Provider Hybrid (Corporate and System Specific)

Configured by Customer (Customer System Specific)

Provided by Customer (Customer System Specific)

Shared (Service Provider and Customer Responsibility)

Inherited from pre-existing FedRAMP Authorization for [Click here to enter text], Date of Authorization

**MP-2 What is the solution and how is it implemented?**",""
"MP-6","Media Sanitization","false","","Low","L,M,H","a. Sanitize [FedRAMP Assignment: techniques and procedures IAW NIST SP 800-88 Section 4: Reuse and Disposal of Storage Media and Hardware] prior to disposal, release out of organizational control, or release for reuse using [Assignment: organization-defined sanitization techniques and procedures]; and

    b. Employ sanitization mechanisms with the strength and integrity commensurate with the security category or classification of the information.","techniques and procedures IAW NIST SP 800-88 Section 4: Reuse and Disposal of Storage Media and Hardware"
"MP-7","Media Use","false","","Low","L,M,H","a. [Selection: Restrict; Prohibit] the use of [Assignment: organization-defined types of system media] on [Assignment: organization-defined systems or system components] using [Assignment: organization-defined controls]; and

    b. Prohibit the use of portable storage devices in organizational systems when such devices have no identifiable owner.",""
"PE-1","Policy and Procedures","false","","Low","L,M,H","a. Develop, document, and disseminate to [Assignment: organization-defined personnel or roles]:

        1. [Selection (one-or-more): organization-level; mission/business process-level; system-level] physical and environmental protection policy that:

            (a)   Addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance; and

            (b)   Is consistent with applicable laws, executive orders, directives, regulations, policies, standards, and guidelines; and

        2. Procedures to facilitate the implementation of the physical and environmental protection policy and the associated physical and environmental protection controls;

    b. Designate an [Assignment: organization-defined official] to manage the development, documentation, and dissemination of the physical and environmental protection policy and procedures; and

    c. Review and update the current physical and environmental protection:

        1. Policy [FedRAMP Assignment: at least every 3 years] and following [Assignment: organization-defined events]; and

        2. Procedures [FedRAMP Assignment: at least annually] and following [FedRAMP Assignment: significant changes].","at least every 3 years
at least annually
significant changes"
"PE-2","Physical Access Authorizations","false","","Low","L,M,H","a. Develop, approve, and maintain a list of individuals with authorized access to the facility where the system resides;

    b. Issue authorization credentials for facility access;

    c. Review the access list detailing authorized facility access by individuals [FedRAMP Assignment: at least annually]; and

    d. Remove individuals from the facility access list when access is no longer required.","at least annually"
"PE-3","Physical Access Control","false","","Low","L,M,H","a. Enforce physical access authorizations at [Assignment: organization-defined entry and exit points to the facility where the system resides] by:

        1. Verifying individual access authorizations before granting access to the facility; and

        2. Controlling ingress and egress to the facility using [FedRAMP Assignment: CSP defined physical access control systems/devices AND guards];

    b. Maintain physical access audit logs for [Assignment: organization-defined entry or exit points];

    c. Control access to areas within the facility designated as publicly accessible by implementing the following controls: [Assignment: organization-defined physical access controls];

    d. Escort visitors and control visitor activity [FedRAMP Assignment: in all circumstances within restricted access area where the information system resides];

    e. Secure keys, combinations, and other physical access devices;

    f. Inventory [FedRAMP Assignment: at least annually] every [Assignment: organization-defined frequency]; and

    g. Change combinations and keys [FedRAMP Assignment: at least annually] and/or when keys are lost, combinations are compromised, or when individuals possessing the keys or combinations are transferred or terminated.","CSP defined physical access control systems/devices AND guards
in all circumstances within restricted access area where the information system resides
at least annually
at least annually"
"PE-6","Monitoring Physical Access","false","","Low","L,M,H","a. Monitor physical access to the facility where the system resides to detect and respond to physical security incidents;

    b. Review physical access logs [FedRAMP Assignment: at least monthly] and upon occurrence of [Assignment: organization-defined events or potential indications of events]; and

    c. Coordinate results of reviews and investigations with the organizational incident response capability.","at least monthly"
"PE-8","Visitor Access Records","false","","Low","L,M,H","a. Maintain visitor access records to the facility where the system resides for [FedRAMP Assignment: for a minimum of one (1) year];

    b. Review visitor access records [FedRAMP Assignment: at least monthly]; and

    c. Report anomalies in visitor access records to [Assignment: organization-defined personnel].","for a minimum of one (1) year
at least monthly"
"PE-12","Emergency Lighting","false","","Low","L,M,H","Employ and maintain automatic emergency lighting for the system that activates in the event of a power outage or disruption and that covers emergency exits and evacuation routes within the facility.",""
"PE-13","Fire Protection","false","","Low","L,M,H","Employ and maintain fire detection and suppression systems that are supported by an independent energy source.",""
"PE-14","Environmental Controls","false","","Low","L,M,H","a. Maintain [FedRAMP Assignment: consistent with American Society of Heating, Refrigerating and Air-conditioning Engineers (ASHRAE) document entitled Thermal Guidelines for Data Processing Environments] levels within the facility where the system resides at [Assignment: organization-defined acceptable levels]; and

    b. Monitor environmental control levels [FedRAMP Assignment: continuously].

__ PE-14 Additional FedRAMP Requirements and Guidance:__

__ (a) Requirement:__ The service provider measures temperature at server inlets and humidity levels by dew point.","consistent with American Society of Heating, Refrigerating and Air-conditioning Engineers (ASHRAE) document entitled Thermal Guidelines for Data Processing Environments
continuously"
"PE-15","Water Damage Protection","false","","Low","L,M,H","Protect the system from damage resulting from water leakage by providing master shutoff or isolation valves that are accessible, working properly, and known to key personnel.",""
"PE-16","Delivery and Removal","false","","Low","L,M,H","a. Authorize and control [FedRAMP Assignment: all information system components] entering and exiting the facility; and

    b. Maintain records of the system components.","all information system components"
"PL-1","Policy and Procedures","false","","Low","L,M,H","a. Develop, document, and disseminate to [Assignment: organization-defined personnel or roles]:

        1. [Selection (one-or-more): organization-level; mission/business process-level; system-level] planning policy that:

            (a)   Addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance; and

            (b)   Is consistent with applicable laws, executive orders, directives, regulations, policies, standards, and guidelines; and

        2. Procedures to facilitate the implementation of the planning policy and the associated planning controls;

    b. Designate an [Assignment: organization-defined official] to manage the development, documentation, and dissemination of the planning policy and procedures; and

    c. Review and update the current planning:

        1. Policy [FedRAMP Assignment: at least every 3 years] and following [Assignment: organization-defined events]; and

        2. Procedures [FedRAMP Assignment: at least annually] and following [FedRAMP Assignment: significant changes].","at least every 3 years
at least annually
significant changes"
"PL-2","System Security and Privacy Plans","false","","Low","L,M,H","a. Develop security and privacy plans for the system that:

        1. Are consistent with the organization’s enterprise architecture;

        2. Explicitly define the constituent system components;

        3. Describe the operational context of the system in terms of mission and business processes;

        4. Identify the individuals that fulfill system roles and responsibilities;

        5. Identify the information types processed, stored, and transmitted by the system;

        6. Provide the security categorization of the system, including supporting rationale;

        7. Describe any specific threats to the system that are of concern to the organization;

        8. Provide the results of a privacy risk assessment for systems processing personally identifiable information;

        9. Describe the operational environment for the system and any dependencies on or connections to other systems or system components;

        10.    Provide an overview of the security and privacy requirements for the system;

        11.    Identify any relevant control baselines or overlays, if applicable;

        12.    Describe the controls in place or planned for meeting the security and privacy requirements, including a rationale for any tailoring decisions;

        13.    Include risk determinations for security and privacy architecture and design decisions;

        14.    Include security- and privacy-related activities affecting the system that require planning and coordination with [Assignment: organization-defined individuals or groups]; and

        15.    Are reviewed and approved by the authorizing official or designated representative prior to plan implementation.

    b. Distribute copies of the plans and communicate subsequent changes to the plans to [Assignment: organization-defined personnel or roles];

    c. Review the plans [FedRAMP Assignment: at least annually];

    d. Update the plans to address changes to the system and environment of operation or problems identified during plan implementation or control assessments; and

    e. Protect the plans from unauthorized disclosure and modification.","at least annually"
"PL-4","Rules of Behavior","false","","Low","L,M,H","a. Establish and provide to individuals requiring access to the system, the rules that describe their responsibilities and expected behavior for information and system usage, security, and privacy;

    b. Receive a documented acknowledgment from such individuals, indicating that they have read, understand, and agree to abide by the rules of behavior, before authorizing access to information and the system;

    c. Review and update the rules of behavior [FedRAMP Assignment: at least every 3 years]; and

    d. Require individuals who have acknowledged a previous version of the rules of behavior to read and re-acknowledge [FedRAMP Assignment: at least annually and when the rules are revised or changed].","at least every 3 years
at least annually and when the rules are revised or changed"
"PL-4(1)","Social Media and External Site/Application Usage Restrictions","true","PL-4","Low","L,M,H","Include in the rules of behavior, restrictions on:

        (a)   Use of social media, social networking sites, and external sites/applications;

        (b)   Posting organizational information on public websites; and

        (c)   Use of organization-provided identifiers (e.g., email addresses) and authentication secrets (e.g., passwords) for creating accounts on external sites/applications.",""
"PL-8","Security and Privacy Architectures","false","","Low","L,M,H","a. Develop security and privacy architectures for the system that:

        1. Describe the requirements and approach to be taken for protecting the confidentiality, integrity, and availability of organizational information;

        2. Describe the requirements and approach to be taken for processing personally identifiable information to minimize privacy risk to individuals;

        3. Describe how the architectures are integrated into and support the enterprise architecture; and

        4. Describe any assumptions about, and dependencies on, external systems and services;

    b. Review and update the architectures [FedRAMP Assignment: at least annually and when a significant change occurs] to reflect changes in the enterprise architecture; and

    c. Reflect planned architecture changes in security and privacy plans, Concept of Operations (CONOPS), criticality analysis, organizational procedures, and procurements and acquisitions.

__ PL-8 Additional FedRAMP Requirements and Guidance:__

__ (b) Guidance:__ Significant change is defined in NIST Special Publication 800-37 Revision 2, Appendix F.","at least annually and when a significant change occurs"
"PL-10","Baseline Selection","false","","Low","L,M,H","Select a control baseline for the system.

__ PL-10 Additional FedRAMP Requirements and Guidance:__

__ Requirement:__ Select the appropriate FedRAMP Baseline.",""
"PL-11","Baseline Tailoring","false","","Low","L,M,H","Tailor the selected control baseline by applying specified tailoring actions.",""
"PS-1","Policy and Procedures","false","","Low","L,M,H","a. Develop, document, and disseminate to [Assignment: organization-defined personnel or roles]:

        1. [Selection (one-or-more): organization-level; mission/business process-level; system-level] personnel security policy that:

            (a)   Addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance; and

            (b)   Is consistent with applicable laws, executive orders, directives, regulations, policies, standards, and guidelines; and

        2. Procedures to facilitate the implementation of the personnel security policy and the associated personnel security controls;

    b. Designate an [Assignment: organization-defined official] to manage the development, documentation, and dissemination of the personnel security policy and procedures; and

    c. Review and update the current personnel security:

        1. Policy [FedRAMP Assignment: at least every 3 years] and following [Assignment: organization-defined events]; and

        2. Procedures [FedRAMP Assignment: at least annually] and following [FedRAMP Assignment: significant changes].","at least every 3 years
at least annually
significant changes"
"PS-2","Position Risk Designation","false","","Low","L,M,H","a. Assign a risk designation to all organizational positions;

    b. Establish screening criteria for individuals filling those positions; and

    c. Review and update position risk designations [FedRAMP Assignment: at least every three years].","at least every three years"
"PS-3","Personnel Screening","false","","Low","L,M,H","a. Screen individuals prior to authorizing access to the system; and

    b. Rescreen individuals in accordance with [FedRAMP Assignment: for national security clearances; a reinvestigation is required during the fifth (5th) year for top secret security clearance, the tenth (10th) year for secret security clearance, and fifteenth (15th) year for confidential security clearance. For moderate risk law enforcement and high impact public trust level, a reinvestigation is required during the fifth (5th) year. There is no reinvestigation for other moderate risk positions or any low-risk positions].","for national security clearances; a reinvestigation is required during the fifth (5th) year for top secret security clearance, the tenth (10th) year for secret security clearance, and fifteenth (15th) year for confidential security clearance. For moderate risk law enforcement and high impact public trust level, a reinvestigation is required during the fifth (5th) year. There is no reinvestigation for other moderate risk positions or any low-risk positions"
"PS-4","Personnel Termination","false","","Low","L,M,H","Upon termination of individual employment:

    a. Disable system access within [FedRAMP Assignment: four (4) hours];

    b. Terminate or revoke any authenticators and credentials associated with the individual;

    c. Conduct exit interviews that include a discussion of [Assignment: organization-defined information security topics];

    d. Retrieve all security-related organizational system-related property; and

    e. Retain access to organizational information and systems formerly controlled by terminated individual.","four (4) hours"
"PS-5","Personnel Transfer","false","","Low","L,M,H","a. Review and confirm ongoing operational need for current logical and physical access authorizations to systems and facilities when individuals are reassigned or transferred to other positions within the organization;

    b. Initiate [Assignment: organization-defined transfer or reassignment actions] within [FedRAMP Assignment: twenty-four (24) hours];

    c. Modify access authorization as needed to correspond with any changes in operational need due to reassignment or transfer; and

    d. Notify [Assignment: organization-defined personnel or roles] within [FedRAMP Assignment: twenty-four (24) hours].","twenty-four (24) hours
twenty-four (24) hours"
