Control Name,Control ID,Assessment Procedure,Assessment Objective,Assessment Parameter,Additional FedRAMP Requirements / Guidance,Test Method,Observations / Test Results,Evidence,Assessment Result,Identified Risk,Likelihood Level,Impact Level,Risk Exposure Level,Recommendation for Mitigation,SSP Implementation Differential?,Col_17,Col_18,Col_19,Col_20,Col_21,Col_22,Col_23,Col_24,Col_25,Col_26
,CP-2,CP-02b.[02],Determine if copies of the contingency plan are distributed to [organization-defined key contingency organizational elements],CSP-defined key contingency organizational elements,,"Examine, Interview",,,,,,,,,,,,,,,,,,,
,CP-2,CP-02c.,Determine if contingency planning activities are coordinated with incident handling activities;,,,"Examine, Interview",,,,,,,,,,,,,,,,,,,
,CP-2,CP-02d.,Determine if the contingency plan for the system is reviewed [organization-defined frequency],at least annually,,"Examine, Interview",,,,,,,,,,,,,,,,,,,
,CP-2,CP-02e.[01],"Determine if the contingency plan is updated to address changes to the organization, system, or environment of operation;",,,"Examine, Interview",,,,,,,,,,,,,,,,,,,
,CP-2,CP-02e.[02],"Determine if the contingency plan is updated to address problems encountered during contingency plan implementation, execution, or testing;",,,"Examine, Interview",,,,,,,,,,,,,,,,,,,
,CP-2,CP-02f.,Determine if contingency plan changes are communicated to [organization-defined key contingency personnel (identified by name and/or by role) and key contingency organizational elements],CSP-defined key contingency personnel (identified by name and/or role) and CSP-defined organizational elements,,"Examine, Interview",,,,,,,,,,,,,,,,,,,
,CP-2,CP-02g.,"Determine if lessons learned from contingency plan training, testing, or actual contingency activities are incorporated into contingency testing and training",,,"Examine, Interview, Test",,,,,,,,,,,,,,,,,,,
,CP-2,CP-02h.,Determine if the contingency plan is protected from unauthorized disclosure and modification,,,"Examine, Interview, Test",,,,,,,,,,,,,,,,,,,
Coordinate with Related Plans,CP-2 (1),CP-02(01),Determine if contingency plan development is coordinated with organizational elements responsible for related plans.,,,"Examine, Interview",,,,,,,,,,,,,,,,,,,
Capacity Planning,CP-2 (2),CP-02(02),"Determine if capacity planning is conducted so that the necessary capacity exists during contingency operations for information processing, telecommunications and environmental support",,,"Examine, Interview, Test",,,,,,,,,,,,,,,,,,,
Resume Mission and Business Functions,CP-2 (3),CP-02(03),Determine if the resumption of [organization-defined mission and business functions] are planned for within [organization-defined contingency plan activation time period] of contingency plan activation.,all mission and business functions; time period defined in the service provider and organization SLA,,"Examine, Interview",,,,,,,,,,,,,,,,,,,
Continue Mission and Business Functions,CP-2 (5),CP-02(05)[01],Determine if the continuance of [Selection: all; essential] mission and business functions is planned for,essential,,"Examine, Interview, Test",,,,,,,,,,,,,,,,,,,
,CP-2 (5),CP-02(05)[02],Determine if continuity is sustained until full system restoration at primary processing and/or storage sites,,,"Examine, Interview, Test",,,,,,,,,,,,,,,,,,,
Identify Critical Assets,CP-2 (8),CP-02(08),Determine if critical system assets supporting [Selection: all; essential] mission and business functions are identified,CSP-defined selection,,"Examine, Interview",,,,,,,,,,,,,,,,,,,
Contingency Training,CP-3,CP-03a.01,Determine if contingency training is provided to system users consistent with assigned roles and responsibilities within [organization-defined time period] of assuming a contingency role or responsibility,see Additional FedRAMP Requirements / Guidance,"Requirement: Privileged admins and engineers must take the basic contingency training within 10 days. Consideration must be given for those privileged admins and engineers with critical contingency-related roles, to gain enough system context and situational awareness to understand the full impact of contingency training as it applies to their respective level. Newly hired critical contingency personnel must take this more in-depth training within 60 days of hire date when the training will have more impact.","Examine, Interview",,,,,,,,,,,,,,,,,,,
,CP-3,CP-03a.02,Determine if contingency training is provided to system users consistent with assigned roles and responsibilities when required by system changes,,,"Interview, Test",,,,,,,,,,,,,,,,,,,
,CP-3,CP-03a.03,Determine if contingency training is provided to system users consistent with assigned roles and responsibilities [organization-defined frequency] thereafter,at least annually,,"Interview, Test",,,,,,,,,,,,,,,,,,,
,CP-3,CP-03b.[01],Determine if the contingency plan training content is reviewed and updated [organization-defined frequency],at least annually,,"Interview, Test",,,,,,,,,,,,,,,,,,,
,CP-3,CP-03b.[02],Determine if the contingency plan training content is reviewed and updated following [organization-defined events],CSP-defined events,,"Interview, Test",,,,,,,,,,,,,,,,,,,
Simulated Events,CP-3 (1),CP-03(01),Determine if simulated events are incorporated into contingency training to facilitate effective response by personnel in crisis situations.,,,"Examine, Interview, Test",,,,,,,,,,,,,,,,,,,
Contingency Plan Testing,CP-4,CP-04a.[01],Determine if the contingency plan for the system is tested [organization-defined frequency],at least annually,"Requirement: The service provider develops test plans in accordance with NIST Special Publication 800-34 (as amended); plans are approved by the AO prior to initiating testing
","Examine, Interview, Test",,,,,,,,,,,,,,,,,,,
,CP-4,CP-04a.[02][03],Determine if [organization-defined tests] are used to determine the effectiveness of and readiness to execute the plan,functional exercises,,"Examine, Interview, Test",,,,,,,,,,,,,,,,,,,
,CP-4,CP-04b.,Determine if the contingency plan test results are reviewed,,"Requirement: The service provider must include the Contingency Plan test results with the security package within the Contingency Plan-designated appendix (Appendix G, Contingency Plan Test Report)","Interview, Test",,,,,,,,,,,,,,,,,,,
,CP-4,CP-04c.,"Determine if corrective actions are initiated, if needed",,,"Interview, Test",,,,,,,,,,,,,,,,,,,
Coordinate with Related Plans,CP-4 (1),CP-04(01),Determine if contingency plan testing is coordinated with organizational elements responsible for related plans,,,"Examine, Interview, Test",,,,,,,,,,,,,,,,,,,
Alternate Processing Site,CP-4 (2),CP-04(02)(a),Determine if the contingency plan is tested at the alternate processing site to familiarize contingency personnel with the facility and available resources,,,"Examine, Interview, Test",,,,,,,,,,,,,,,,,,,
,CP-4 (2),CP-04(02)(b),Determine if the contingency plan is tested at the alternate processing site to evaluate the capabilities of the alternate processing site to support contingency operations,,,"Examine, Interview, Test",,,,,,,,,,,,,,,,,,,
Alternate Storage Site,CP-6,CP-06a.[01],Determine if an alternate storage site is established,,,"Examine, Interview, Test",,,,,,,,,,,,,,,,,,,
,CP-6,CP-06a.[02],Determine if establishment of the alternate storage site includes necessary agreements to permit the storage and retrieval of system backup information,,,"Examine, Interview, Test",,,,,,,,,,,,,,,,,,,
,CP-6,CP-06b.,Determine if the alternate storage site provides controls equivalent to that of the primary site,,,"Examine, Interview, Test",,,,,,,,,,,,,,,,,,,
Separation from Primary Site,CP-6 (1),CP-06(01),Determine if an alternate storage site that is sufficiently separated from the primary storage site is identified to reduce susceptibility to the same threats,,,"Examine, Interview, Test",,,,,,,,,,,,,,,,,,,
Recovery Time and Recovery Point Objectives,CP-6 (2),CP-06(02),Determine if the alternate storage site is configured to facilitate recovery operations in accordance with recovery time objectives and recovery point objectives,,,"Examine, Interview, Test",,,,,,,,,,,,,,,,,,,
Accessibility,CP-6 (3),CP-06(03)[01],Determine if potential accessibility problems to the alternate storage site in the event of an area-wide disruption or disaster are identified,,,"Examine, Interview",,,,,,,,,,,,,,,,,,,
,CP-6 (3),CP-06(03)[02],Determine if explicit mitigation actions to address identified accessibility problems are outlined,,,"Examine, Interview",,,,,,,,,,,,,,,,,,,
Alternate Processing Site,CP-7,CP-07a.,"Determine if an alternate processing site, including necessary agreements to permit the transfer and resumption of [organization-defined system operations] for essential mission and business functions, is established within [organization-defined time period consistent with recovery time and recovery point objectives] when the primary processing capabilities are unavailable",see Additional FedRAMP Requirements / Guidance,"Requirement: The service provider defines a time period consistent with the recovery time objectives and business impact analysis
","Examine, Interview, Test",,,,,,,,,,,,,,,,,,,
,CP-7,CP-07b.[01],Determine if the equipment and supplies required to transfer operations are made available at the alternate processing site or if contracts are in place to support delivery to the site within [organization-defined time period] for transfer,CSP-defined time period,,"Examine, Interview, Test",,,,,,,,,,,,,,,,,,,
,CP-7,CP-07b.[02],Determine if the equipment and supplies required to resume operations are made available at the alternate processing site or if contracts are in place to support delivery to the site within [organization-defined time period] for resumption,CSP-defined time period,,"Examine, Interview, Test",,,,,,,,,,,,,,,,,,,
,CP-7,CP-07c.,Determine if controls provided at the alternate processing site are equivalent to those at the primary site,,,"Examine, Interview, Test",,,,,,,,,,,,,,,,,,,
Separation from Primary Site,CP-7 (1),CP-07(01),Determine if an alternate processing site that is sufficiently separated from the primary processing site to reduce susceptibility to the same threats is identified,,"Guidance: The service provider may determine what is considered a sufficient degree of separation between the primary and alternate processing sites, based on the types of threats that are of concern. For one particular type of threat (i.e., hostile cyber attack), the degree of separation between sites will be less relevant.","Examine, Interview",,,,,,,,,,,,,,,,,,,
Accessibility,CP-7 (2),CP-07(02)[01],Determine if potential accessibility problems to alternate processing sites in the event of an area-wide disruption or disaster are identified,,,"Examine, Interview",,,,,,,,,,,,,,,,,,,
,CP-7 (2),CP-07(02)[02],Determine if explicit mitigation actions to address identified accessibility problems are outlined,,,"Examine, Interview",,,,,,,,,,,,,,,,,,,
Priority of Service,CP-7 (3),CP-07(03),Determine if alternate processing site agreements that contain priority-of-service provisions in accordance with availability requirements (including recovery time objectives) are developed,,,"Examine, Interview",,,,,,,,,,,,,,,,,,,
Preparation for Use,CP-7 (4),CP-07(04),Determine if the alternate processing site is prepared so that the site can serve as the operational site supporting essential mission and business functions,,,"Examine, Interview, Test",,,,,,,,,,,,,,,,,,,
Telecommunications Services,CP-8,CP-8,"Determine if alternate telecommunications services, including necessary agreements to permit the resumption of [organization-defined system operations] are established for essential mission and business functions within [organization-defined time period] when the primary telecommunications capabilities are unavailable at either the primary or alternate processing or storage sites",CSP-defined system operations; CSP-defined time period,"Requirement: The service provider defines a time period consistent with the recovery time objectives and business impact analysis.
","Examine, Interview, Test",,,,,,,,,,,,,,,,,,,
Priority of Service Provisions,CP-8 (1),CP-08(01)(a),Determine if primary and alternative telecommunications service agreements that contain priority-of-service provisions in accordance with availability requirements (including recovery time objectives) are developed,,,"Examine, Interview, Test",,,,,,,,,,,,,,,,,,,
,CP-8 (1),CP-08(01)(b),Determine if Telecommunications Service Priority is requested for all telecommunications services used for national security emergency preparedness if the primary and/or alternate telecommunications services are provided by a common carrier,,,"Examine, Interview, Test",,,,,,,,,,,,,,,,,,,
Single Points of Failure,CP-8 (2),CP-08(02),Determine if alternate telecommunications services to reduce the likelihood of sharing a single point of failure with primary telecommunications services are obtained,,,"Examine, Interview",,,,,,,,,,,,,,,,,,,
Separation of Primary and Alternate Providers,CP-8 (3),CP-08(03),Determine if alternate telecommunications services from providers that are separated from primary service providers are obtained to reduce susceptibility to the same threats,,,"Examine, Interview",,,,,,,,,,,,,,,,,,,
Provider Contingency Plan,CP-8 (4),CP-08(04)(a),Determine if primary and alternative telecommunications service providers are required to have contingency plans,,,"Examine, Interview",,,,,,,,,,,,,,,,,,,
,CP-8 (4),CP-08(04)(b),Determine if provider contingency plans are reviewed to ensure that the plans meet organizational contingency requirements,,,"Examine, Interview",,,,,,,,,,,,,,,,,,,
,CP-8 (4),CP-08(04)(c),Determine if evidence of contingency testing and training by providers is obtained [organization-defined frequency],annually,,"Interview, Test",,,,,,,,,,,,,,,,,,,
System Backup,CP-9,CP-09a.,Determine if backups of user-level information contained in [organization-defined system components] are conducted [organization-defined frequency],CSP-defined system components; daily incremental and weekly full,"Requirement: The service provider shall determine what elements of the cloud environment require the Information System Backup control. The service provider shall determine how Information System Backup is going to be verified and appropriate periodicity of the check.

Requirement: The service provider maintains at least three backup copies of user-level information (at least one of which is available online) or provides an equivalent alternative.","Examine, Interview, Test",,,,,,,,,,,,,,,,,,,
,CP-9,CP-09b.,Determine if backups of system-level information contained in the system are conducted [organization-defined frequency],daily incremental and weekly full,"Requirement: The service provider maintains at least three backup copies of system-level information (at least one of which is available online) or provides an equivalent alternative.
","Examine, Interview, Test",,,,,,,,,,,,,,,,,,,
,CP-9,CP-09c.,"Determine if backups of system documentation, including security- and privacy-related documentation are conducted [organization-defined frequency]",daily incremental and weekly full,Requirement: The service provider maintains at least three backup copies of information system documentation including security information (at least one of which is available online) or provides an equivalent alternative.,"Examine, Interview, Test",,,,,,,,,,,,,,,,,,,
,CP-9,CP-09d.,"Determine if the confidentiality, integrity and availability of backup information is protected",,,"Interview, Test",,,,,,,,,,,,,,,,,,,
Testing for Reliability and Integrity,CP-9 (1),CP-09(01),Determine if backup information is tested [organization-defined frequency] to verify media reliability and information integrity,at least monthly,,"Examine, Interview, Test",,,,,,,,,,,,,,,,,,,
Test Restoration Using Sampling,CP-9 (2),CP-09(02),Determine if a sample of backup information in the restoration of selected system functions is used as part of contingency plan testing,,,"Interview, Test",,,,,,,,,,,,,,,,,,,
Separate Storage for Critical Information,CP-9 (3),CP-09(03),Determine if backup copies of [organization-defined critical system software and other security-related information] are stored in a separate facility or in a fire rated container that is not collocated with the operational system,CSP-defined critical system software and other security-related information,,"Examine, Interview, Test",,,,,,,,,,,,,,,,,,,
Transfer to Alternate Storage Site,CP-9 (5),CP-09(05)[01],Determine if system backup information is transferred to the alternate storage site for [organization-defined time period],time period consistent with the recovery time and recovery point objectives defined in the service provider and organization SLA,,"Examine, Interview, Test",,,,,,,,,,,,,,,,,,,
,CP-9 (5),CP-09(05)[02],Determine if system backup information is transferred to the alternate storage site [organization-defined transfer rate],transfer rate consistent with the recovery time and recovery point objectives defined in the service provider and organization SLA,,"Examine, Interview, Test",,,,,,,,,,,,,,,,,,,
Cryptographic Protection,CP-9 (8),CP-09(08),Determine if cryptographic mechanisms are implemented to prevent unauthorized disclosure and modification of [organization-defined backup information],all backup files,Guidance: Note that this enhancement requires the use of cryptography which must be compliant with Federal requirements and utilize FIPS validated or NSA approved cryptography (see SC-13.),"Examine, Interview, Test",,,,,,,,,,,,,,,,,,,
System Recovery and Reconstitution,CP-10,CP-10,"Determine if the recovery and reconstitution of the system to a known state is provided within [organization-defined time period consistent with recovery time and recovery point objectives] after a disruption, compromise, or failure",CSP-defined time period,,"Examine, Interview, Test",,,,,,,,,,,,,,,,,,,
Transaction Recovery,CP-10 (2),CP-10(02),Determine if transaction recovery is implemented for systems that are transaction-based,,,"Examine, Interview, Test",,,,,,,,,,,,,,,,,,,
Restore Within Time Period,CP-10 (4),CP-10(04),"Determine if the capability to restore system components within [organization-defined restoration time period] from configuration-controlled and integrity-protected information representing a known, operational state for the components is provided",time period consistent with the restoration time-periods defined in the service provider and organization SLA,,"Examine, Interview, Test",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
