Control Name,Control ID,Assessment Procedure,Assessment Objective,Assessment Parameter,Additional FedRAMP Requirements / Guidance,Test Method,Observations / Test Results,Evidence,Assessment Result,Identified Risk,Likelihood Level,Impact Level,Risk Exposure Level,Recommendation for Mitigation,SSP Implementation Differential?,Col_17,Col_18,Col_19,Col_20,Col_21,Col_22,Col_23,Col_24,Col_25,Col_26
Configure Systems and Components for High-risk Areas,CM-2 (7),CM-02(07)(a),Determine if [organization-defined systems or system components] with [organization-defined configurations] are issued to individuals traveling to locations that the organization deems to be of significant risk;,CSP-defined systems or system components; CSP-defined configurations,,"Examine, Interview",,,,,,,,,,,,,,,,,,,
,CM-2 (7),CM-02(07)(b),Determine if [organization-defined controls] are applied to the systems or system components when the individuals return from travel.,CSP-defined controls,,"Examine, Interview",,,,,,,,,,,,,,,,,,,
Configuration Change Control,CM-3,CM-03a.,Determine if the types of changes to the system that are configuration-controlled are determined and documented,,,"Examine, Interview",,,,,,,,,,,,,,,,,,,
,CM-3,CM-03b.,"Determine if proposed configuration-controlled changes to the system are reviewed, and approved or disapproved with explicit consideration for security and privacy impact analyses",,"Requirement: The service provider establishes a central means of communicating major changes to or developments in the information system or environment of operations that may affect its services to the federal government and associated service consumers (e.g., electronic bulletin board, web status page). The means of communication are approved and accepted by the AO

Guidance: In accordance with record retention policies and procedures","Examine, Interview",,,,,,,,,,,,,,,,,,,
,CM-3,CM-03c.,Determine if configuration change decisions associated with the system are documented,,,"Examine, Interview",,,,,,,,,,,,,,,,,,,
,CM-3,CM-03d.,Determine if approved configuration-controlled changes to the system are implemented,,,Test,,,,,,,,,,,,,,,,,,,
,CM-3,CM-03e.,Determine if records of configuration-controlled changes to the system are retained for [organization-defined time period],CSP-defined time period,,Test,,,,,,,,,,,,,,,,,,,
,CM-3,CM-03f.,Determine if activities associated with configuration-controlled changes to the system are monitored and reviewed,,,"Examine, Interview",,,,,,,,,,,,,,,,,,,
,CM-3,CM-03g.[01],Determine if configuration change control activities are coordinated and overseen by [organization-defined configuration change control element],CSP-defined configuration change control element,,"Examine, Interview",,,,,,,,,,,,,,,,,,,
,CM-3,CM-03g.[02],Determine if the configuration control element convenes at the [organization-defined frequency],CSP-defined frequency,,"Examine, Interview",,,,,,,,,,,,,,,,,,,
"Testing, Validation, and Documentation of Changes",CM-3 (2),CM-03(02),"Determine if changes to the system are tested, validated and documented before finalizing the implementation of the changes",,,"Examine, Interview",,,,,,,,,,,,,,,,,,,
Security and Privacy Representatives,CM-3 (4),CM-03(04),Determine if [organization-defined security and privacy representatives] are required to be members of the [organization-defined configuration change control element],CSP-defined security and privacy representatives; configuration control board (CCB) or similar (as defined in CM-3),,"Examine, Interview",,,,,,,,,,,,,,,,,,,
Impact Analyses,CM-4,CM-04,Determine if changes to the system are analyzed to determine potential security and privacy impacts prior to change implementation.,,,"Examine, Interview",,,,,,,,,,,,,,,,,,,
Verification of Controls,CM-4 (2),CM-04(02),"Determine if the impacted controls are implemented correctly, operating as intended and producing the desired outcome with regard to meeting the security and privacy requirements for the system after system changes",,,"Examine, Interview",,,,,,,,,,,,,,,,,,,
Access Restrictions for Change,CM-5,CM-05,"Determine if physical and logical access restrictions associated with changes to the system are defined, documented, approved and enforced",,,"Examine, Interview",,,,,,,,,,,,,,,,,,,
Automated Access Enforcement and Audit Records,CM-5 (1),CM-05(01)(a),Determine if access restrictions for change are enforced using [organization-defined automated mechanisms].,CSP-defined automated mechanisms,,Test,,,,,,,,,,,,,,,,,,,
,CM-5 (1),CM-05(01)(b),Determine if audit records of enforcement actions are automatically generated.,,,"Examine, Interview",,,,,,,,,,,,,,,,,,,
Privilege Limitation for Production and Operation,CM-5 (5),CM-05(05)(a),Determine if privileges to change system components and system-related information within a production or operational environment are limited,,,Test,,,,,,,,,,,,,,,,,,,
,CM-5 (5),CM-05(05)(b),Determine if privileges are reviewed and reevaluated [organization-defined frequency],at least quarterly,,"Examine, Interview",,,,,,,,,,,,,,,,,,,
Configuration Settings,CM-6,CM-06a.,Determine if configuration settings that reflect the most restrictive mode consistent with operational requirements are established and documented for components employed within the system using [organization-defined common secure configurations],DoD STIGs (see Additional FedRAMP Requirements / Guidance),"Requirement: The service provider shall use the DoD STIGs to establish configuration settings; Center for Internet Security up to Level 2 (CIS Level 2) guidelines shall be used if STIGs are not available; Custom baselines shall be used if CIS is not available.

Requirement: The service provider shall ensure that checklists for configuration settings are Security Content Automation Protocol (SCAP) validated or SCAP compatible (if validated checklists are not available).

Guidance: Compliance checks are used to evaluate configuration settings and provide general insight into the overall effectiveness of configuration management activities. CSPs and 3PAOs typically combine compliance check findings into a single CM-6 finding, which is acceptable. However, for initial assessments, annual assessments, and significant change requests, FedRAMP requires a clear understanding, on a per-control basis, where risks exist. Therefore, 3PAOs must also analyze compliance check findings as part of the controls assessment. Where a direct mapping exists, the 3PAO must document additional findings per control in the corresponding SAR Risk Exposure Table (RET), which are then documented in the CSP’s Plan of Action and Milestones (POA&M). This will likely result in the details of individual control findings overlapping with those in the combined CM-6 finding, which is acceptable. During monthly continuous monitoring, new findings from CSP compliance checks may be combined into a single CM-6 POA&M item. CSPs are not required to map the findings to specific controls because controls are only assessed during initial assessments, annual assessments, and significant change requests.",Test,,,,,,,,,,,,,,,,,,,
,CM-6,CM-06b.,Determine if the configuration settings documented in CM-06a are implemented.,,,"Examine, Interview",,,,,,,,,,,,,,,,,,,
,CM-6,CM-06c.,"Determine if any deviations from established configuration settings for [organization-defined system components] are identified, documented and approved based on [organization-defined operational requirements]",CSP-defined system components; CSP-defined operational requirements,,"Examine, Interview",,,,,,,,,,,,,,,,,,,
,CM-6,CM-06d.,Determine if changes to the configuration settings are monitored and controlled in accordance with organizational policies and procedures,,,"Examine, Interview",,,,,,,,,,,,,,,,,,,
"Automated Management, Application, and Verification",CM-6 (1),CM-06(01),"Determine if configuration settings for [organization-defined system components for which to manage, apply, and verify] are managed, applied and verified using [organization-defined automated mechanisms]",CSP-defined system components; CSP-defined automated mechanisms,,Test,,,,,,,,,,,,,,,,,,,
Least Functionality,CM-7,CM-07a.,Determine if the system is configured to provide only [organization-defined mission-essential capabilities].,CSP-defined mission-essential capabilities,"Requirement: The service provider shall use Security guidelines (See CM-6) to establish list of prohibited or restricted functions, ports, protocols, and/or services or establishes its own list of prohibited or restricted functions, ports, protocols, and/or services if STIGs or CIS is not available","Examine, Interview",,,,,,,,,,,,,,,,,,,
,CM-7,CM-07b.,"Determine if the use of [organization-defined functions, ports, protocols, software and services] is prohibited or restricted","CSP-defined functions, ports, protocols, software, and services",,Test,,,,,,,,,,,,,,,,,,,
Periodic Review,CM-7 (1),CM-07(01)(a),"Determine if the system is reviewed [organization-defined frequency] to identify unnecessary and/or non-secure functions, ports, protocols, software, and services.",at least annually,,"Examine, Interview",,,,,,,,,,,,,,,,,,,
,CM-7 (1),CM-07(01)(b),"Determine if [organization-defined functions, ports, protocols, software and services to be disabled or removed when deemed unnecessary or non-secure] are disabled or removed","CSP-defined functions, ports, protocols, software, and services to be disabled or removed when deemed unnecessary or non-secure",,"Examine, Interview",,,,,,,,,,,,,,,,,,,
Prevent Program Execution,CM-7 (2),CM-07(02),"Determine if program execution is prevented in accordance with [Selection: organization-defined policies, rules of behavior, and/or access agreements regarding software program usage and restrictions; rules authorizing the terms and conditions of software program usage].",CSP-defined parameters,Guidance: This control refers to software deployment by CSP personnel into the production environment. The control requires a policy that states conditions for deploying software. This control shall be implemented in a technical manner on the information system to only allow programs to run that adhere to the policy (i.e. allow-listing). This control is not to be based off of strictly written policy on what is allowed or not allowed to run.,Test,,,,,,,,,,,,,,,,,,,
Authorized Software - Allow-By-Exception,CM-7 (5),CM-07(05)(a),Determine if [organization-defined software programs authorized to execute on the system] are identified.,CSP-defined software programs,,"Examine, Interview",,,,,,,,,,,,,,,,,,,
,CM-7 (5),CM-07(05)(b),"Determine if a deny-all, permit-by-exception policy to allow the execution of authorized software programs on the system is employed.",,,Test,,,,,,,,,,,,,,,,,,,
,CM-7 (5),CM-07(05)(c),Determine if the list of authorized software programs is reviewed and updated [organization-defined frequency].,at least quarterly or when there is a change,,"Examine, Interview",,,,,,,,,,,,,,,,,,,
System Component Inventory,CM-8,CM-08a.01.02.03.04.05,"Determine if an inventory of system components is developed and documented that:
- accurately reflects the system
- includes all components within the system
- does not include duplicate accounting of components or components assigned to any other system
- is at the level of granularity deemed necessary for tracking and reporting
- includes [organization-defined information deemed necessary to achieve effective system component accountability]",CSP-defined information,,"Examine, Interview",,,,,,,,,,,,,,,,,,,
,CM-8,CM-08b.01,Determine if the system component inventory is reviewed and updated [organization-defined frequency].,at least monthly,Requirement: Must be provided at least monthly or when there is a change.,"Examine, Interview",,,,,,,,,,,,,,,,,,,
Updates During Installation and Removal,CM-8 (1),CM-08(01),"Determine if the inventory of system components is updated as part of component installations, component removals and system updates",,,"Examine, Interview",,,,,,,,,,,,,,,,,,,
Automated Unauthorized Component Detection,CM-8 (3),CM-08(03)(a),"Determine if the presence of unauthorized hardware, software and firmware within the system is detected using [organization-defined automated mechanisms] on an [organization-defined frequency]",continuously using automated mechanisms; maximum five-minute delay in detection,,Test,,,,,,,,,,,,,,,,,,,
,CM-8 (3),CM-08(03)(b),"Determine if the system [Selection: disables network access by unauthorized users; isolates unauthorized components, or notifies organization-defined personnel or roles] when unauthorized hardware, software or firmware is detected",CSP-defined personnel or roles,,Test,,,,,,,,,,,,,,,,,,,
Configuration Management Plan,CM-9,CM-09,"Determine if a configuration management plan for the system is developed, documented and implemented",,"Guidance: FedRAMP does not provide a template for the Configuration Management Plan. However, NIST SP 800-128, Guide for Security-Focused Configuration Management of Information Systems, provides guidelines for the implementation of CM controls as well as a sample CMP outline in Appendix D of the Guide",Examine,,,,,,,,,,,,,,,,,,,
,CM-9,CM-09a.,"Determine if the configuration management plan addresses roles, responsibilities, and configuration management processes and procedures",,,Examine,,,,,,,,,,,,,,,,,,,
,CM-9,CM-09b.[01],Determine if the configuration management plan establishes a process for identifying configuration items throughout the system development life cycle.,,,"Examine, Interview",,,,,,,,,,,,,,,,,,,
,CM-9,CM-09b.[02],Determine if the configuration management plan establishes a process for managing the configuration of the configuration items.,,,Examine,,,,,,,,,,,,,,,,,,,
,CM-9,CM-09c.[01],Determine if the configuration management plan defines the configuration items for the system.,,,Examine,,,,,,,,,,,,,,,,,,,
,CM-9,CM-09c.[02],Determine if the configuration management plan places the configuration items under configuration management. ,,,Examine,,,,,,,,,,,,,,,,,,,
,CM-9,CM-09d.,Determine if the configuration management plan is reviewed and approved by [organization-defined personnel or roles].,CSP-defined personnel or roles,,"Examine, Interview",,,,,,,,,,,,,,,,,,,
,CM-9,CM-09e.,Determine if the configuration management plan is protected from unauthorized disclosure and modification,,,Test,,,,,,,,,,,,,,,,,,,
Software Usage Restrictions,CM-10,CM-10a.,Determine if software and associated documentation are used in accordance with contract agreements and copyright laws.,,,"Examine, Interview",,,,,,,,,,,,,,,,,,,
,CM-10,CM-10b.,Determine if the use of software and associated documentation protected by quantity licenses is tracked to control copying and distribution.,,,"Examine, Interview",,,,,,,,,,,,,,,,,,,
,CM-10,CM-10c.,"Determine if the use of peer-to-peer file sharing technology is controlled and documented to ensure that peer-to-peer file sharing is not used for the unauthorized distribution, display, performance, or reproduction of copyrighted work.",,,"Examine, Interview",,,,,,,,,,,,,,,,,,,
User-installed Software,CM-11,CM-11a.,Determine if [organization-defined policies] governing the installation of software by users are established.,CSP-defined policies,,"Examine, Interview",,,,,,,,,,,,,,,,,,,
,CM-11,CM-11b.,Determine if software installation policies are enforced through [organization-defined methods].,CSP-defined methods,,"Examine, Interview",,,,,,,,,,,,,,,,,,,
,CM-11,CM-11c.,Determine if compliance with [organization-defined policies] is monitored at [organization-defined frequency].,CSP-defined policies; continuously (via CM-7(5)),,Test,,,,,,,,,,,,,,,,,,,
Information Location,CM-12,CM-12a.[01],Determine if the location of [organization-defined information] is identified and documented.,CSP-defined information,Requirement: According to FedRAMP Authorization Boundary Guidance,"Examine, Interview",,,,,,,,,,,,,,,,,,,
,CM-12,CM-12a.[02][03],Determine if the specific system components on which [organization-defined information] is processed and stored are identified and documented.,CSP-defined information,,"Examine, Interview",,,,,,,,,,,,,,,,,,,
,CM-12,CM-12b.,Determine if the users who have access to the system and system components where [organization-defined information] is processed and stored are identified and documented.,CSP-defined information,,"Examine, Interview",,,,,,,,,,,,,,,,,,,
,CM-12,CM-12c.,"Determine if changes to the location (i.e., system or system components) where [organization-defined information] is processed and stored are documented.",federal data and system data that must be protected at the High or Moderate impact levels; CSP-defined system components,,"Examine, Interview",,,,,,,,,,,,,,,,,,,
Automated Tools to Support Information Location,CM-12 (1),CM-12(01),Determine if automated tools are used to identify [organization-defined information] by information type on [organization-defined system components] to ensure that controls are in place to protect organizational information and individual privacy.,federal data and system data that must be protected at the High or Moderate impact levels,Requirement: According to FedRAMP Authorization Boundary Guidance,Test,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
